Line,Detail,Event Id,Event Description,Club Name,Boat,Description,Race No,Race ID,Progression,Level,Distance,Race Date,Race Time,Boat Type,Gender,Event Type,Distance,Place,Lane/Bow,Status,Raw Time,Raw Delta,Raw %,Handicap,Penalty,Adj Time,Adj Delta,Adj %,500m,Rate,Spec Cat,Meters,Meters Delta
,,28,Men's Championship Singles,"Community Rowing, Inc.",3,3 - D. Ringham,0,Final,Final,1,4800,42294,0.683333333,Single,M,Championship,4800,15,17,Finished,1903.711,51.74,0.0474,0,15,1918.711,106.74,0.0611,159.1,0,,0,0
,,3,Men's Veteran Singles I And II [60+],"Community Rowing, Inc.",1,H. Scott,0,Final,Final,1,4800,42294,0.371527778,Single,M,Veterans,4800,43,19,Finished,2811.737,645.43,0.3152,0,0,2811.737,645.43,0.3152,256.2,0,Vet II,0,0
,,3,Men's Veteran Singles I And II [60+],"Community Rowing, Inc.",2,D. Holler,0,Final,Final,1,4800,42294,0.371527778,Single,M,Veterans,4800,42,37,Finished,2736.788,610.48,0.288,0,0,2736.788,610.48,0.288,252.6,0,Vet I,0,0
,,30,Mixed Legs/Trunk/arms Fours,"Community Rowing, Inc.",1,A. Johnson,0,Final,Final,1,4800,42295,0.333333333,Four +,MX,Adaptive,4800,2,3,Finished,2308.592,446.4,0.2598,0,0,2308.592,446.4,0.2598,224.6,0,,0,0
,,31,Mixed/Same Gender Trunk/arms Doubles,"Community Rowing, Inc.",1,C. Borchers,0,Final,Final,1,4800,42295,0.347916667,Double,MX,Adaptive,4800,2,2,Finished,2750.345,244.35,0.1091,0,0,2750.345,244.35,0.1091,254,0,,0,0
,,33A,Womens Club Singles,"Community Rowing, Inc.",1,C. Sheehan,0,Final,Final,1,4800,42295,0.377777778,Single,W,Club,4800,14,7,Finished,2403.462,230.22,0.1162,0,0,2403.462,230.22,0.1162,230.4,0,,0,0
,,34,Men's Youth Fours,"Community Rowing, Inc.",1,J. Hansen,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,41,11,Finished,1827.212,113.98,0.0716,0,0,1827.212,113.98,0.0716,155.3,0,,0,0
,,35,Men's Youth Eights,"Community Rowing, Inc.",1,J. Carleo,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,3,5,Finished,1523.858,23.86,0.0265,0,0,1523.858,23.86,0.0265,136.2,0,,0,0
,,36,Men's Master Singles,"Community Rowing, Inc.",1,1 - D. Tennant,0,Final,Final,1,4800,42295,0.455555556,Single,M,Masters 1X,4800,4,3,Finished,1942.778,46.95,0.0413,0,0,1942.778,46.95,0.0413,203.2,0,,0,0
,,36,Men's Master Singles,"Community Rowing, Inc.",2,2 - D. Snowdon,0,Final,Final,1,4800,42295,0.455555556,Single,M,Masters 1X,4800,17,20,Finished,2046.095,150.27,0.0971,0,5,2051.095,155.27,0.1015,209.8,0,,0,0
,,37,Women's Master Singles,"Community Rowing, Inc.",1,E. Yakimkina,0,Final,Final,1,4800,42295,0.461805556,Single,W,Masters 1X,4800,15,16,Finished,2321.287,220.3,0.1113,0,0,2321.287,220.3,0.1113,226,0,,0,0
,,38,Men's Youth Doubles,"Community Rowing, Inc.",1,R. Pease II,0,Final,Final,1,4800,42295,0.472916667,Double,M,Youth,4800,39,35,Finished,2019.974,230.53,0.1408,0,5,2024.974,235.53,0.1454,207.1,0,,0,0
,,4,Men's Grand Master Singles [50+],"Community Rowing, Inc.",1,1 - B. Eldridge,0,Final,Final,1,4800,42294,0.388888889,Single,M,Masters 1X,4800,5,3,Finished,2025.592,59.77,0.0513,0,0,2025.592,59.77,0.0513,207.7,0,,0,0
,,4,Men's Grand Master Singles [50+],"Community Rowing, Inc.",2,2 - F. Horton,0,Final,Final,1,4800,42294,0.388888889,Single,M,Masters 1X,4800,40,26,Finished,2331.057,405.24,0.2104,0,15,2346.057,420.24,0.2232,227,0,,0,0
,,42,Women's Youth Fours,"Community Rowing, Inc.",1,J. Weiss,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,47,21,Finished,2103.279,202.52,0.1074,0,0,2103.279,202.52,0.1074,211.6,0,,0,0
,,43,Women's Youth Eights,"Community Rowing, Inc.",1,1 - E. Luniewicz,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,12,15,Finished,1755.309,108.37,0.0679,0,0,1755.309,108.37,0.0679,152,0,,0,0
,,43,Women's Youth Eights,"Community Rowing, Inc.",2,2 - M. Czeisler,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,31,30,Finished,1824.951,138.01,0.0973,0,0,1824.951,138.01,0.0973,155.1,0,,0,0
,,44,Men's Master Doubles [40+],"Community Rowing, Inc.",1,P. Sobieszczyk,0,Final,Final,1,4800,42295,0.572916667,Double,M,Masters,4800,12,17,Finished,1928.295,122.72,0.0762,0,0,1928.295,122.72,0.0762,201.7,0,,0,0
,,5,Women's Grand Master Singles [50+],"Community Rowing, Inc.",1,M. Dorna,0,Final,Final,1,4800,42294,0.404166667,Single,W,Masters 1X,4800,29,14,Finished,2758.523,552.39,0.2657,0,35,2833.523,627.39,0.2921,254.8,0,,0,0
,,54,Men's Lightweight Eights,"Community Rowing, Inc.",1,M. Lenhart,0,Final,Final,1,4800,42295,0.670833333,Eight,M,Lightweight,4800,6,4,Finished,1513.651,23.81,0.0268,0,0,1513.651,23.81,0.0268,135.2,0,,0,0
,,6,Men's Senior Master Eights [50+],"Community Rowing, Inc.",1,P. Beaman,0,Final,Final,1,4800,42294,0.420138889,Eight,M,Masters,4800,16,9,Finished,1726.202,112.06,0.074,0,0,1726.202,112.06,0.074,149,0,,0,0
,,9,Women's Senior Master Fours [50+],"Community Rowing, Inc.",1,C. Forrester,0,Final,Final,1,4800,42294,0.461805556,Four +,W,Masters,4800,4,1,Finished,2104.501,32.86,0.0267,0,0,2104.501,32.86,0.0267,211.7,0,,0,0
,,DCM4X,Directors' Challenge Men's Quads,"Community Rowing, Inc.",1,1 - Quad Squad,0,Final,Final,1,4800,42295,0.538888889,Quad -,M,Challenge,4800,33,35,Finished,1933.525,359.14,0.2559,53,0,1840.525,312.01,0.2068,202.2,0,,0,0
,,DCM4X,Directors' Challenge Men's Quads,"Community Rowing, Inc.",2,2 - Boom Boom,0,Final,Final,1,4800,42295,0.538888889,Quad -,M,Challenge,4800,32,34,Finished,2003.632,429.24,0.2881,124,0,1839.632,311.11,0.2058,205.4,0,,0,0
,,DCMX2X,Directors Challenge Mixed Doubles,"Community Rowing, Inc.",1,1 - E. Webb,0,Final,Final,1,4800,42294,0.710416667,Double,MX,Challenge,4800,38,34,Finished,2502.006,617.49,0.3357,16,205,2651.006,820.46,0.4506,236.5,0,,0,0
,,DCMX2X,Directors Challenge Mixed Doubles,"Community Rowing, Inc.",2,2 - A. Harris,0,Final,Final,1,4800,42294,0.710416667,Double,MX,Challenge,4800,36,30,Finished,2343.26,458.74,0.2657,37,0,2306.26,435.71,0.2483,228.3,0,,0,0
,,DCMX4X,Directors' Challenge Mixed Quads,"Community Rowing, Inc.",1,1 - Martinez and friends,0,Final,Final,1,4800,42295,0.624305556,Quad -,MX,Challenge,4800,20,15,Finished,2020.44,313.05,0.1879,6,0,2014.44,305.55,0.1803,207.1,0,,0,0
,,DCMX4X,Directors' Challenge Mixed Quads,"Community Rowing, Inc.",2,2 - J. Hochschild,0,Final,Final,1,4800,42295,0.624305556,Quad -,MX,Challenge,4800,29,22,Finished,2644.591,937.2,0.5618,154,15,2505.591,756.7,0.4633,247.1,0,,0,0
,,DCPC2X,Directors' Challenge Parent/Child Doubles,"Community Rowing, Inc.",1,E. Horton,0,Final,Final,1,4800,42294,0.696527778,Double,MX,Challenge,4800,39,14,Finished,2736.138,925.82,0.5189,0,0,2736.138,925.82,0.5189,252.5,0,,0,0
,,DCW4X,Directors' Challenge Women's Quads,"Community Rowing, Inc.",1,1 - Quadrophenomenon,0,Final,Final,1,4800,42295,0.41875,Quad -,W,Challenge,4800,34,28,Finished,2313.943,616.18,0.3696,58,0,2215.943,518.18,0.3126,225.2,0,,0,0
,,DCW4X,Directors' Challenge Women's Quads,"Community Rowing, Inc.",2,2 - Quadesses,0,Final,Final,1,4800,42295,0.41875,Quad -,W,Challenge,4800,24,20,Finished,2106.992,409.23,0.2449,41,0,2025.992,328.23,0.2046,212,0,,0,0
,,DCW4X,Directors' Challenge Women's Quads,"Community Rowing, Inc.",3,3 - M. Mance,0,Final,Final,1,4800,42295,0.41875,Quad -,W,Challenge,4800,26,31,Finished,2138.49,440.73,0.2758,111.5,0,2026.99,329.23,0.2056,215.3,0,,0,0
,,EXHB2X,Adaptive Inclusion Doubles [Exhibition],"Community Rowing, Inc.",1,1 - K. Gillis,0,Final,Final,1,4800,42295,0.342361111,Double,MX,Adaptive,4800,6,3,Finished,3321.008,1152.93,0.5535,0,0,3321.008,1152.93,0.5535,328.4,0,,0,0
,,EXHB2X,Adaptive Inclusion Doubles [Exhibition],"Community Rowing, Inc.",2,2 - M. McLaughlin,0,Final,Final,1,4800,42295,0.342361111,Double,MX,Adaptive,4800,2,1,Finished,2212.589,44.51,0.0346,0,0,2212.589,44.51,0.0346,218.8,0,,0,0
,,EXHB2X,Adaptive Inclusion Doubles [Exhibition],"Community Rowing, Inc.",3,3 - K. Barrett,0,Final,Final,1,4800,42295,0.342361111,Double,MX,Adaptive,4800,3,4,Finished,2214.186,46.11,0.0358,0,0,2214.186,46.11,0.0358,219,0,,0,0
,,EXHB2X,Adaptive Inclusion Doubles [Exhibition],"Community Rowing, Inc.",4,4 - J. Beyer,0,Final,Final,1,4800,42295,0.342361111,Double,MX,Adaptive,4800,1,6,Finished,2128.075,0,0,0,0,2128.075,0,0,214.2,0,,0,0
,,35,Men's Youth Eights,Concord High School,1,W. Lawrence,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,77,62,Finished,1804.552,304.55,0.2051,0,0,1804.552,304.55,0.2051,153,0,,0,0
,,2,"Women's Veteran I/II And Senior Veteran I/II Singles [60 - 69, 70+]",Conibear Rowing Club,1,I. Baker,0,Final,Final,1,4800,42294,0.347222222,Single,W,Veterans,4800,13,56,Finished,2500.456,117.03,0.0541,0,15,2515.456,132.03,0.0647,236.3,0,Vet I,0,0
,,21,Women's Master Fours [40+],Conibear Rowing Club,1,J. McPhedran,0,Final,Final,1,4800,42294,0.617361111,Four +,W,Masters,4800,16,27,Finished,2131.212,140.67,0.0846,0,0,2131.212,140.67,0.0846,214.5,0,,0,0
,,7,Women's Senior Master Eights [50+],Conibear Rowing Club,1,M. Goodlett,0,Final,Final,1,4800,42294,0.434722222,Eight,W,Masters,4800,8,8,Finished,2002.864,125.03,0.0761,0,0,2002.864,125.03,0.0761,205.3,0,,0,0
,,9,Women's Senior Master Fours [50+],Conibear Rowing Club,1,R. Pratt,0,Final,Final,1,4800,42294,0.461805556,Four +,W,Masters,4800,34,25,Finished,2342.531,310.89,0.155,0,0,2342.531,310.89,0.155,228.2,0,Grand Mstr,0,0
,,DCW4X,Directors' Challenge Women's Quads,Conibear Rowing Club,1,,0,Final,Final,1,4800,42295,0.41875,Quad -,W,Challenge,4800,16,22,Finished,2032.171,334.41,0.2107,49,5,1948.171,250.41,0.1674,208.4,0,,0,0
,,42,Women's Youth Fours,Connecticut Boat Club,1,I. McLaughlin,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,10,40,Finished,2002.713,101.95,0.0543,0,0,2002.713,101.95,0.0543,205.3,0,,0,0
,,43,Women's Youth Eights,Connecticut Boat Club,1,J. Cornacchia,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,5,10,Finished,1727.954,41.01,0.0407,0,0,1727.954,41.01,0.0407,149.2,0,,0,0
,,15,Women's Alumni Eights,Connecticut College Alumni,1,L. Schulz,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,42,43,Finished,2048.239,320.93,0.1919,0,0,2048.239,320.93,0.1919,210,0,,0,0
,,26,Men's Collegiate Fours,Connecticut College Rowing,1,G. Montenegro,0,Final,Final,1,4800,42294,0.6625,Four +,M,Collegiate,4800,45,23,Finished,2015.874,306.19,0.1808,0,15,2030.874,321.19,0.1954,206.7,0,,0,0
,,27,Women's Collegiate Fours,Connecticut College Rowing,1,N. Calhoun,0,Final,Final,1,4800,42294,0.672222222,Four +,W,Collegiate,4800,17,16,Finished,2050.322,119.41,0.0678,0,0,2050.322,119.41,0.0678,210.2,0,,0,0
,,38,Men's Youth Doubles,Conshohocken Rowing Center Inc.,1,A. Del Vescovo,0,Final,Final,1,4800,42295,0.472916667,Double,M,Youth,4800,24,36,Finished,1919.876,130.44,0.0846,0,0,1919.876,130.44,0.0846,200.8,0,,0,0
,,43,Women's Youth Eights,Convent Of The Sacred Heart,1,,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,72,67,Finished,1954.742,307.8,0.1865,0,0,1954.742,307.8,0.1865,204.5,0,,0,0
,,16,Men's Club Fours,Cooper Training Center,1,,0,Final,Final,1,4800,42294,0.552083333,Four +,M,Club,4800,0,47,DNS,0,0,0,0,0,0,0,0,0,0,,0,0
,,33B,Women's Youth Singles,Cooper Training Center,1,R. Pierce,0,Final,Final,1,4800,42295,0.377777778,Single,W,Youth,4800,5,40,Finished,2222.732,103.38,0.0495,0,0,2222.732,103.38,0.0495,219.9,0,,0,0
,,34,Men's Youth Fours,Cooper Training Center,1,J. Raab,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,66,67,Finished,1919.267,206.04,0.122,0,0,1919.267,206.04,0.122,200.8,0,,0,0
,,39,Women's Youth Doubles,Cooper Training Center,1,R. Pierce,0,Final,Final,1,4800,42295,0.484027778,Double,W,Youth,4800,26,7,Finished,2222.254,245.79,0.1409,0,0,2222.254,245.79,0.1409,219.8,0,,0,0
,,44,Men's Master Doubles [40+],Cooper Training Center,1,T. Kowal,0,Final,Final,1,4800,42295,0.572916667,Double,M,Masters,4800,0,14,DNS,0,0,0,0,0,0,0,0,0,0,,0,0
,,44,Men's Master Doubles [40+],Copenhagen Rowing Club,1,J. Nielsen,0,Final,Final,1,4800,42295,0.572916667,Double,M,Masters,4800,8,7,Finished,1854.609,49.03,0.0452,0,0,1854.609,49.03,0.0452,158.2,0,,0,0
,,20,Men's Master Fours [40+],Cornell University Alumni,1,A. Kallfelz,0,Final,Final,1,4800,42294,0.608333333,Four +,M,Masters,4800,5,3,Finished,1803.638,102.05,0.0607,0,0,1803.638,102.05,0.0607,152.9,0,,0,0
,,6,Men's Senior Master Eights [50+],Cornell University Alumni,1,D. Barclay,0,Final,Final,1,4800,42294,0.420138889,Eight,M,Masters,4800,23,47,Finished,1738.531,124.39,0.0866,0,0,1738.531,124.39,0.0866,150.3,0,,0,0
,,8,Men's Senior Master Fours [50+],Cornell University Alumni,1,J. Sievers,0,Final,Final,1,4800,42294,0.447222222,Four +,M,Masters,4800,29,11,Finished,2035.615,211.54,0.1191,0,0,2035.615,211.54,0.1191,208.7,0,,0,0
,,46,Men's Championship Fours,Cornell University Crew,1,I. Boor,0,Final,Final,1,4800,42295,0.590277778,Four +,M,Championship,4800,14,6,Finished,1716.474,107.93,0.0701,0,100,1816.474,207.93,0.1321,148,0,,0,0
,,48,Men's Championship Eights,Cornell University Crew,1,J. Cooper,0,Final,Final,1,4800,42295,0.604166667,Eight,M,Championship,4800,9,19,Finished,1447.078,28.11,0.0327,0,0,1447.078,28.11,0.0327,132.4,0,,0,0
,,49,Women's Championship Eights,Cornell University Crew,1,E. Barnett,0,Final,Final,1,4800,42295,0.613888889,Eight,W,Championship,4800,22,9,Finished,1723.99,125.36,0.089,0,0,1723.99,125.36,0.089,148.7,0,,0,0
,,52,Men's Lightweight Fours,Cornell University Crew,1,I. Sigal,0,Final,Final,1,4800,42295,0.656944444,Four +,M,Lightweight,4800,1,2,Finished,1645.915,0,0,0,0,1645.915,0,0,144.8,0,,0,0
,,54,Men's Lightweight Eights,Cornell University Crew,1,E. Johnson,0,Final,Final,1,4800,42295,0.670833333,Eight,M,Lightweight,4800,5,3,Finished,1509.051,19.21,0.0216,0,0,1509.051,19.21,0.0216,134.7,0,,0,0
,,8,Men's Senior Master Fours [50+],Corvallis Rowing Club,1,R. Poole,0,Final,Final,1,4800,42294,0.447222222,Four +,M,Masters,4800,32,50,Finished,2040.233,216.15,0.1233,0,0,2040.233,216.15,0.1233,209.2,0,Vet,0,0
,,14,Men's Alumni Eights,Crabtree Boat Club - Cambridge Alumni,1,N. Kirk,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,13,3,Finished,1623.162,37.87,0.0401,0.5,0,1622.662,37.37,0.0395,142.4,0,,0,0
,,20,Men's Master Fours [40+],Crabtree Boat Club - Cambridge Alumni,1,S. Gorvy,0,Final,Final,1,4800,42294,0.608333333,Four +,M,Masters,4800,17,2,Finished,1911.707,210.12,0.1274,0,0,1911.707,210.12,0.1274,160,0,,0,0
,,12,Men's Senior Master Singles [40+],Craftsbury Sculling Center,1,T. Howell,0,Final,Final,1,4800,42294,0.502083333,Single,M,Masters 1X,4800,8,8,Finished,2029.809,57.46,0.049,0,0,2029.809,57.46,0.049,208.1,0,,0,0
,,24,Men's Championship Doubles,Craftsbury Sculling Center,1,T. Graves,0,Final,Final,1,4800,42294,0.647916667,Double,M,Championship,4800,2,1,Finished,1701.133,0,0,0,5,1706.133,4.17,0.0041,146.4,0,,0,0
,,28,Men's Championship Singles,Craftsbury Sculling Center,1,1 - B. Dann,0,Final,Final,1,4800,42294,0.683333333,Single,M,Championship,4800,10,4,Finished,1855.991,44.02,0.0403,0,0,1855.991,44.02,0.0403,158.3,0,,0,0
,,28,Men's Championship Singles,Craftsbury Sculling Center,2,2 - J. Graves,0,Final,Final,1,4800,42294,0.683333333,Single,M,Championship,4800,2,8,Finished,1816.957,4.99,0.0046,0,5,1821.957,9.99,0.0091,154.3,0,,0,0
,,28,Men's Championship Singles,Craftsbury Sculling Center,3,3 - E. Frid,0,Final,Final,1,4800,42294,0.683333333,Single,M,Championship,4800,9,9,Finished,1855.03,43.06,0.0394,0,0,1855.03,43.06,0.0394,158.2,0,,0,0
,,28,Men's Championship Singles,Craftsbury Sculling Center,4,4 - A. Reed,0,Final,Final,1,4800,42294,0.683333333,Single,M,Championship,4800,11,22,Finished,1858.526,46.56,0.0426,0,0,1858.526,46.56,0.0426,158.6,0,,0,0
,,28,Men's Championship Singles,Craftsbury Sculling Center,5,5 - P. Washburn,0,Final,Final,1,4800,42294,0.683333333,Single,M,Championship,4800,22,18,Finished,1958.614,146.64,0.0977,0,0,1958.614,146.64,0.0977,204.9,0,,0,0
,,29,Women's Championship Singles,Craftsbury Sculling Center,1,1 - M. Fellows,0,Final,Final,1,4800,42294,0.689583333,Single,W,Championship,4800,7,9,Finished,2041.541,58.47,0.0494,0,0,2041.541,58.47,0.0494,209.3,0,,0,0
,,29,Women's Championship Singles,Craftsbury Sculling Center,2,2 - M. Lips,0,Final,Final,1,4800,42294,0.689583333,Single,W,Championship,4800,12,14,Finished,2103.186,120.12,0.0677,0,0,2103.186,120.12,0.0677,211.6,0,,0,0
,,40,Men's Lightweight Singles,Craftsbury Sculling Center,1,H. McAdam,0,Final,Final,1,4800,42295,0.495138889,Single,M,Lightweight,4800,1,1,Finished,1836.871,0,0,0,0,1836.871,0,0,156.3,0,,0,0
,,DCM4X,Directors' Challenge Men's Quads,Craftsbury Sculling Center,1,W. Cowles,0,Final,Final,1,4800,42295,0.538888889,Quad -,M,Challenge,4800,2,1,Finished,1534.394,0,0,0,0,1534.394,5.87,0.0063,137.3,0,,0,0
,,24,Men's Championship Doubles,Crescent Boat Club,1,T. Judge,0,Final,Final,1,4800,42294,0.647916667,Double,M,Championship,4800,14,4,Finished,2021.268,320.14,0.196,0,0,2021.268,319.31,0.195,207.2,0,Ltwt,0,0
,,32B,Men's Youth Singles,Crescent Boat Club,1,B. Guckin,0,Final,Final,1,4800,42295,0.361111111,Single,M,Youth,4800,25,60,Finished,2202.986,311.26,0.169,0,0,2202.986,306.26,0.1639,217.8,0,,0,0
,,38,Men's Youth Doubles,Crescent Boat Club,1,A. Panchella,0,Final,Final,1,4800,42295,0.472916667,Double,M,Youth,4800,16,7,Finished,1859.907,110.47,0.0659,0,0,1859.907,110.47,0.0659,158.7,0,,0,0
,,43,Women's Youth Eights,Crescent Boat Club,1,M. Sherman,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,66,24,Finished,1943.778,256.84,0.1756,0,0,1943.778,256.84,0.1756,203.3,0,,0,0
,,39,Women's Youth Doubles,CRI- Row Boston,1,N. Abdi,0,Final,Final,1,4800,42295,0.484027778,Double,W,Youth,4800,34,30,Finished,2410.141,433.68,0.2326,0,0,2410.141,433.68,0.2326,231.1,0,,0,0
,,28,Men's Championship Singles,Cuban Rowing Federation,1,A. Rodriguez,0,Final,Final,1,4800,42294,0.683333333,Single,M,Championship,4800,0,3,Scratch,0,0,0,0,0,0,0,0,0,0,,0,0
,,19,Women's Club Eights,D.c. Strokes Rowing Club,1,S. O'Sullivan,0,Final,Final,1,4800,42294,0.596527778,Eight,W,Club,4800,33,26,Finished,2041.193,331.61,0.2055,0,0,2041.193,331.61,0.2055,209.3,0,,0,0
,,22,Men's Master Eights [40+],D.c. Strokes Rowing Club,1,A. Rabus,0,Final,Final,1,4800,42294,0.630555556,Eight,M,Masters,4800,15,15,Finished,1813.529,251.21,0.1856,0,0,1813.529,251.21,0.1856,153.9,0,,0,0
,,28,Men's Championship Singles,D.s.r. Proteus-Eretes,1,M. van Blokland,0,Final,Final,1,4800,42294,0.683333333,Single,M,Championship,4800,16,11,Finished,1923.111,111.14,0.0651,0,0,1923.111,111.14,0.0651,201.2,0,,0,0
,,1,Men's Senior Veteran Singles I And II [70+],Dallas Rowing Club,1,J. Vorhies,0,Final,Final,1,4800,42294,0.333333333,Single,M,Veterans,4800,15,40,Finished,2344.502,215.08,0.1048,0,5,2349.502,220.08,0.1086,228.4,0,Sr. Vet I,0,0
,,45,Women's Master Doubles [40+],Dallas Rowing Club,1,K. Elting,0,Final,Final,1,4800,42295,0.579861111,Double,W,Masters,4800,5,1,Finished,2043.051,52.6,0.0442,0,0,2043.051,52.6,0.0442,209.5,0,,0,0
,,35,Men's Youth Eights,"Dallas United Crew, Inc.",1,D. Slear,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,26,70,Finished,1607.531,107.53,0.075,0,0,1607.531,107.53,0.075,140.8,0,,0,0
,,43,Women's Youth Eights,"Dallas United Crew, Inc.",1,O. Osbourn,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,40,45,Finished,1834.183,147.24,0.1065,0,0,1834.183,147.24,0.1065,156.1,0,,0,0
,,24,Men's Championship Doubles,Danske Studenters Roklub,1,R. Christiansen,0,Final,Final,1,4800,42294,0.647916667,Double,M,Championship,4800,3,15,Finished,1727.292,26.16,0.0256,0,0,1727.292,25.33,0.0248,149.1,0,,0,0
,,25,Women's Championship Doubles,Danske Studenters Roklub,1,A. Thomsen,0,Final,Final,1,4800,42294,0.654166667,Double,W,Championship,4800,2,3,Finished,1901.831,3.9,0.0034,0,0,1901.831,3.9,0.0034,158.9,0,,0,0
,,16,Men's Club Fours,Dartmouth College,1,,0,Final,Final,1,4800,42294,0.552083333,Four +,M,Club,4800,4,44,Finished,1728.418,33.88,0.0334,0,0,1728.418,33.88,0.0334,149.2,0,,0,0
,,18,Men's Club Eights,Dartmouth College,1,Plunkett,0,Final,Final,1,4800,42294,0.586111111,Eight,M,Club,4800,13,39,Finished,1551.233,46.28,0.0511,0,0,1551.233,46.28,0.0511,139.1,0,,0,0
,,19,Women's Club Eights,Dartmouth College,1,Z. Dinneen,0,Final,Final,1,4800,42294,0.596527778,Eight,W,Club,4800,11,12,Finished,1751.18,41.6,0.0404,0,0,1751.18,41.6,0.0404,151.6,0,,0,0
,,48,Men's Championship Eights,Dartmouth College,1,,0,Final,Final,1,4800,42295,0.604166667,Eight,M,Championship,4800,20,16,Finished,1515.634,56.66,0.066,0,0,1515.634,56.66,0.066,135.4,0,,0,0
,,49,Women's Championship Eights,Dartmouth College,1,K. Griffiths,0,Final,Final,1,4800,42295,0.613888889,Eight,W,Championship,4800,15,20,Finished,1702.733,104.1,0.0669,0,0,1702.733,104.1,0.0669,146.5,0,,0,0
,,54,Men's Lightweight Eights,Dartmouth College Lightweight Rowing,1,m. guadagno,0,Final,Final,1,4800,42295,0.670833333,Eight,M,Lightweight,4800,11,11,Finished,1536.815,46.98,0.0528,0,0,1536.815,46.98,0.0528,137.6,0,,0,0
,,36,Men's Master Singles,Delta Deas Rowing Club,1,A. Reid,0,Final,Final,1,4800,42295,0.455555556,Single,M,Masters 1X,4800,18,10,Finished,2112.443,216.61,0.1203,0,0,2112.443,216.61,0.1203,212.5,0,,0,0
,,DCMX2X,Directors Challenge Mixed Doubles,Delta Deas Rowing Club,1,S. Gauvin,0,Final,Final,1,4800,42294,0.710416667,Double,MX,Challenge,4800,16,12,Finished,2132.555,248.04,0.1494,131,0,2001.555,131.01,0.082,214.6,0,,0,0
,,35,Men's Youth Eights,Dematha Catholic High School,1,R. Moran,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,67,59,Finished,1705.343,205.34,0.1393,0,0,1705.343,205.34,0.1393,146.8,0,,0,0
,,38,Men's Youth Doubles,Detroit Boat Club Crew,1,S. Koszyk,0,Final,Final,1,4800,42295,0.472916667,Double,M,Youth,4800,9,6,Finished,1829.359,39.92,0.0373,0,0,1829.359,39.92,0.0373,155.6,0,,0,0
,,43,Women's Youth Eights,Detroit Boat Club Crew,1,O. kielt,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,18,32,Finished,1803.789,116.85,0.0763,0,0,1803.789,116.85,0.0763,152.9,0,,0,0
,,54,Men's Lightweight Eights,Detroit Boat Club Crew,1,J. Weller,0,Final,Final,1,4800,42295,0.670833333,Eight,M,Lightweight,4800,14,14,Finished,1610.164,120.32,0.0903,0,0,1610.164,120.32,0.0903,141.1,0,,0,0
,,6,Men's Senior Master Eights [50+],Detroit Boat Club Crew,1,R. Reed,0,Final,Final,1,4800,42294,0.420138889,Eight,M,Masters,4800,41,55,Finished,1923.891,309.75,0.1948,0,0,1923.891,309.75,0.1948,201.2,0,,0,0
,,7,Women's Senior Master Eights [50+],Detroit Boat Club Crew,1,S. Terrien,0,Final,Final,1,4800,42294,0.434722222,Eight,W,Masters,4800,25,24,Finished,2156.284,318.45,0.1775,0,0,2156.284,318.45,0.1775,217.1,0,,0,0
,,5,Women's Grand Master Singles [50+],Detroit Womens Rowing Association,1,R. Kirchhoff,0,Final,Final,1,4800,42294,0.404166667,Single,W,Masters 1X,4800,14,28,Finished,2423.01,216.88,0.1032,0,0,2423.01,216.88,0.1032,232.4,0,,0,0
,,14,Men's Alumni Eights,Dewolfe Rowing Club,1,T. Giroux,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,7,33,Finished,1604.55,19.26,0.0204,0,0,1604.55,19.26,0.0204,140.5,0,,0,0
,,15,Women's Alumni Eights,Dewolfe Rowing Club,1,,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,25,39,Finished,1932.405,205.1,0.1194,0,0,1932.405,205.1,0.1194,202.1,0,,0,0
,,39,Women's Youth Doubles,Dexter Southfield,1,V. Barletta,0,Final,Final,1,4800,42295,0.484027778,Double,W,Youth,4800,28,19,Finished,2235.522,259.06,0.1522,0,0,2235.522,259.06,0.1522,221.2,0,,0,0
,,22,Men's Master Eights [40+],Diesel Athletic Club,1,P. Teti,0,Final,Final,1,4800,42294,0.630555556,Eight,M,Masters,4800,5,4,Finished,1611.137,48.82,0.0529,0,0,1611.137,48.82,0.0529,141.2,0,,0,0
