Line,Detail,Event Id,Event Description,Club Name,Boat,Description,Race No,Race ID,Progression,Level,Distance,Race Date,Race Time,Boat Type,Gender,Event Type,Distance,Place,Lane/Bow,Status,Raw Time,Raw Delta,Raw %,Handicap,Penalty,Adj Time,Adj Delta,Adj %,500m,Rate,Spec Cat,Meters,Meters Delta
,,2,"Women's Veteran I/II And Senior Veteran I/II Singles [60 - 69, 70+]",Unaffiliated (usa),2,L. Rindlaub,0,Final,Final,1,4800,42294,0.347222222,Single,W,Veterans,4800,54,31,Finished,3551.619,1208.19,0.5116,0,100,3651.619,1308.19,0.5537,344.1,0,Grand Vet,0,0
,,2,"Women's Veteran I/II And Senior Veteran I/II Singles [60 - 69, 70+]",Unaffiliated (usa),3,L. Carey,0,Final,Final,1,4800,42294,0.347222222,Single,W,Veterans,4800,20,11,Finished,2533.005,149.58,0.077,0,0,2533.005,149.58,0.077,239.7,0,Vet I,0,0
,,28,Men's Championship Singles,Unaffiliated (usa),1,1 - B. Davison,0,Final,Final,1,4800,42294,0.683333333,Single,M,Championship,4800,4,21,Finished,1830.077,18.11,0.0166,0,0,1830.077,18.11,0.0166,155.6,0,,0,0
,,28,Men's Championship Singles,Unaffiliated (usa),2,2 - J. Dietz,0,Final,Final,1,4800,42294,0.683333333,Single,M,Championship,4800,18,13,Finished,1932.932,120.96,0.0741,0,0,1932.932,120.96,0.0741,202.2,0,,0,0
,,29,Women's Championship Singles,Unaffiliated (usa),1,1 - K. Ashton,0,Final,Final,1,4800,42294,0.689583333,Single,W,Championship,4800,19,16,Finished,2322.893,339.82,0.1858,0,35,2357.893,414.82,0.2154,226.1,0,,0,0
,,29,Women's Championship Singles,Unaffiliated (usa),2,2 - F. Richardson,0,Final,Final,1,4800,42294,0.689583333,Single,W,Championship,4800,17,18,Finished,2128.062,144.99,0.0887,0,0,2128.062,144.99,0.0887,214.2,0,,0,0
,,29,Women's Championship Singles,Unaffiliated (usa),3,3 - K. Bertko,0,Final,Final,1,4800,42294,0.689583333,Single,W,Championship,4800,2,2,Finished,2025.915,42.85,0.0362,0,0,2025.915,42.85,0.0362,207.7,0,,0,0
,,3,Men's Veteran Singles I And II [60+],Unaffiliated (usa),1,A. Nelson,0,Final,Final,1,4800,42294,0.371527778,Single,M,Veterans,4800,14,10,Finished,2238.533,112.22,0.0561,0,0,2238.533,112.22,0.0561,221.5,0,Vet II,0,0
,,3,Men's Veteran Singles I And II [60+],Unaffiliated (usa),2,D. Ledkovsky,0,Final,Final,1,4800,42294,0.371527778,Single,M,Veterans,4800,34,23,Finished,2502.036,335.73,0.1677,0,100,2602.036,435.73,0.2144,236.5,0,Vet II,0,0
,,3,Men's Veteran Singles I And II [60+],Unaffiliated (usa),3,J. Clary,0,Final,Final,1,4800,42294,0.371527778,Single,M,Veterans,4800,36,22,Finished,2622.839,456.53,0.2305,0,0,2622.839,456.53,0.2305,244.9,0,Vet II,0,0
,,3,Men's Veteran Singles I And II [60+],Unaffiliated (usa),4,S. Belk,0,Final,Final,1,4800,42294,0.371527778,Single,M,Veterans,4800,41,49,Finished,2729.582,603.27,0.2824,0,0,2729.582,603.27,0.2824,251.8,0,Vet I,0,0
,,3,Men's Veteran Singles I And II [60+],Unaffiliated (usa),5,f. Shuckerow,0,Final,Final,1,4800,42294,0.371527778,Single,M,Veterans,4800,32,27,Finished,2506.457,340.15,0.1711,0,0,2506.457,340.15,0.1711,236.9,0,Vet I,0,0
,,3,Men's Veteran Singles I And II [60+],Unaffiliated (usa),6,M. Pope,0,Final,Final,1,4800,42294,0.371527778,Single,M,Veterans,4800,39,28,Finished,2646.615,520.31,0.249,0,0,2646.615,520.31,0.249,247.4,0,Vet II,0,0
,,32A,Men's Club Singles,Unaffiliated (usa),1,1 - J. Fernandez,0,Final,Final,1,4800,42295,0.361111111,Single,M,Club,4800,29,35,Finished,2109.728,206.81,0.111,0,0,2109.728,206.81,0.111,212.3,0,,0,0
,,32A,Men's Club Singles,Unaffiliated (usa),2,2 - L. Rein,0,Final,Final,1,4800,42295,0.361111111,Single,M,Club,4800,7,19,Finished,1945.693,42.77,0.0374,0,0,1945.693,42.77,0.0374,203.5,0,,0,0
,,32A,Men's Club Singles,Unaffiliated (usa),3,3 - D. Hagelberg,0,Final,Final,1,4800,42295,0.361111111,Single,M,Club,4800,0,37,DNS,0,0,0,0,0,0,0,0,0,0,,0,0
,,33A,Womens Club Singles,Unaffiliated (usa),1,1 - C. Drozynski,0,Final,Final,1,4800,42295,0.377777778,Single,W,Club,4800,0,16,DNS,0,0,0,0,0,0,0,0,0,0,,0,0
,,33A,Womens Club Singles,Unaffiliated (usa),2,2 - H. Walters,0,Final,Final,1,4800,42295,0.377777778,Single,W,Club,4800,20,18,Finished,2543.232,409.99,0.1933,0,5,2548.232,414.99,0.1972,240.8,0,,0,0
,,33A,Womens Club Singles,Unaffiliated (usa),3,3 - E. Farrar,0,Final,Final,1,4800,42295,0.377777778,Single,W,Club,4800,10,9,Finished,2306.131,132.89,0.0718,0,0,2306.131,132.89,0.0718,224.4,0,,0,0
,,33A,Womens Club Singles,Unaffiliated (usa),4,4 - M. Deja,0,Final,Final,1,4800,42295,0.377777778,Single,W,Club,4800,12,3,Finished,2326.253,153.01,0.0874,0,0,2326.253,153.01,0.0874,226.5,0,,0,0
,,33A,Womens Club Singles,Unaffiliated (usa),5,5 - R. Krajewski,0,Final,Final,1,4800,42295,0.377777778,Single,W,Club,4800,21,5,Finished,2704.76,531.52,0.2563,0,0,2704.76,531.52,0.2563,249.2,0,,0,0
,,33B,Women's Youth Singles,Unaffiliated (usa),1,K. Andrews,0,Final,Final,1,4800,42295,0.377777778,Single,W,Youth,4800,28,30,Finished,2645.355,526.01,0.2548,0,0,2645.355,526.01,0.2548,247.2,0,,0,0
,,36,Men's Master Singles,Unaffiliated (usa),1,1 - J. Beasley,0,Final,Final,1,4800,42295,0.455555556,Single,M,Masters 1X,4800,14,17,Finished,2025.211,129.38,0.0787,0,0,2025.211,129.38,0.0787,207.6,0,,0,0
,,36,Men's Master Singles,Unaffiliated (usa),2,2 - M. Skey,0,Final,Final,1,4800,42295,0.455555556,Single,M,Masters 1X,4800,7,23,Finished,1950.862,55.03,0.0484,0,0,1950.862,55.03,0.0484,204,0,,0,0
,,37,Women's Master Singles,Unaffiliated (usa),1,L. Palmer,0,Final,Final,1,4800,42295,0.461805556,Single,W,Masters 1X,4800,10,20,Finished,2226.806,125.82,0.0681,0,0,2226.806,125.82,0.0681,220.3,0,,0,0
,,4,Men's Grand Master Singles [50+],Unaffiliated (usa),1,1 - A. Morrone,0,Final,Final,1,4800,42294,0.388888889,Single,M,Masters 1X,4800,57,42,Finished,2838.855,913.04,0.4744,0,0,2838.855,913.04,0.4744,259,0,,0,0
,,4,Men's Grand Master Singles [50+],Unaffiliated (usa),2,2 - J. Rivero,0,Final,Final,1,4800,42294,0.388888889,Single,M,Masters 1X,4800,20,49,Finished,2159.27,233.45,0.1316,0,0,2159.27,233.45,0.1316,217.4,0,,0,0
,,4,Men's Grand Master Singles [50+],Unaffiliated (usa),3,3 - J. Dahl,0,Final,Final,1,4800,42294,0.388888889,Single,M,Masters 1X,4800,2,2,Finished,2000.593,34.77,0.0298,0,0,2000.593,34.77,0.0298,205.1,0,,0,0
,,41,Women's Lightweight Singles,Unaffiliated (usa),1,1 - A. Couwenhoven,0,Final,Final,1,4800,42295,0.501388889,Single,W,Lightweight,4800,0,11,DNS,0,0,0,0,0,0,0,0,0,0,,0,0
,,41,Women's Lightweight Singles,Unaffiliated (usa),2,2 - C. Vernazza,0,Final,Final,1,4800,42295,0.501388889,Single,W,Lightweight,4800,16,5,Finished,2223.53,147.92,0.0873,0,0,2223.53,142.92,0.083,220,0,,0,0
,,44,Men's Master Doubles [40+],Unaffiliated (usa),1,1 - G. Klingsporn,0,Final,Final,1,4800,42295,0.572916667,Double,M,Masters,4800,7,6,Finished,1851.697,46.12,0.0425,0,0,1851.697,46.12,0.0425,157.9,0,,0,0
,,44,Men's Master Doubles [40+],Unaffiliated (usa),2,2 - G. Myhr,0,Final,Final,1,4800,42295,0.572916667,Double,M,Masters,4800,0,9,Scratch,0,0,0,0,0,0,0,0,0,0,,0,0
,,5,Women's Grand Master Singles [50+],Unaffiliated (usa),1,1 - K. Klinger,0,Final,Final,1,4800,42294,0.404166667,Single,W,Masters 1X,4800,19,16,Finished,2522.099,315.97,0.1478,0,0,2522.099,315.97,0.1478,238.6,0,,0,0
,,5,Women's Grand Master Singles [50+],Unaffiliated (usa),2,2 - L. Skibo,0,Final,Final,1,4800,42294,0.404166667,Single,W,Masters 1X,4800,21,30,Finished,2527.637,321.51,0.152,0,0,2527.637,321.51,0.152,239.1,0,,0,0
,,DCM4X,Directors' Challenge Men's Quads,Unaffiliated (usa),1,1 - Team Taaffe,0,Final,Final,1,4800,42295,0.538888889,Quad -,M,Challenge,4800,14,2,Finished,1700.983,126.59,0.0927,0,0,1700.983,132.46,0.0996,146.4,0,,0,0
,,DCM4X,Directors' Challenge Men's Quads,Unaffiliated (usa),2,2,0,Final,Final,1,4800,42295,0.538888889,Quad -,M,Challenge,4800,36,40,Finished,2136.619,602.23,0.3877,222.5,55,2009.119,440.6,0.3022,215.1,0,,0,0
,,DCMX2X,Directors Challenge Mixed Doubles,Unaffiliated (usa),1,1 - E. Geyh,0,Final,Final,1,4800,42294,0.710416667,Double,MX,Challenge,4800,5,5,Finished,2039.242,154.72,0.102,131,0,1908.242,37.69,0.0339,209.1,0,,0,0
,,DCMX2X,Directors Challenge Mixed Doubles,Unaffiliated (usa),2,2 - N. Carter,0,Final,Final,1,4800,42294,0.710416667,Double,MX,Challenge,4800,30,18,Finished,2048.665,204.15,0.1104,0,0,2048.665,218.12,0.1244,210.1,0,,0,0
,,DCMX2X,Directors Challenge Mixed Doubles,Unaffiliated (usa),3,3 - M. Dennis,0,Final,Final,1,4800,42294,0.710416667,Double,MX,Challenge,4800,22,8,Finished,2121.417,236.9,0.1395,53.5,0,2027.917,157.37,0.1057,213.5,0,,0,0
,,DCMX4X,Directors' Challenge Mixed Quads,Unaffiliated (usa),1,1 - T. Perry,0,Final,Final,1,4800,42295,0.624305556,Quad -,MX,Challenge,4800,15,25,Finished,2111.318,403.93,0.2374,130,0,1941.318,232.43,0.1481,212.4,0,,0,0
,,DCMX4X,Directors' Challenge Mixed Quads,Unaffiliated (usa),2,2,0,Final,Final,1,4800,42295,0.624305556,Quad -,MX,Challenge,4800,12,4,Finished,1854.984,147.59,0.1047,0,0,1854.984,146.09,0.1031,158.2,0,,0,0
,,DCMX4X,Directors' Challenge Mixed Quads,Unaffiliated (usa),3,3 - H. Wyss,0,Final,Final,1,4800,42295,0.624305556,Quad -,MX,Challenge,4800,28,24,Finished,2308.533,601.14,0.3515,0,0,2308.533,559.64,0.3495,224.6,0,,0,0
,,DCPC2X,Directors' Challenge Parent/Child Doubles,Unaffiliated (usa),1,1 - V. Moeyersoms,0,Final,Final,1,4800,42294,0.696527778,Double,MX,Challenge,4800,37,17,Finished,2444.657,634.34,0.3617,0,0,2444.657,634.34,0.3617,234.7,0,,0,0
,,DCPC2X,Directors' Challenge Parent/Child Doubles,Unaffiliated (usa),2,2 - J. Saltonstall,0,Final,Final,1,4800,42294,0.696527778,Double,MX,Challenge,4800,13,6,Finished,2118.58,308.26,0.1727,0,0,2118.58,308.26,0.1727,213.2,0,,0,0
,,DCW4X,Directors' Challenge Women's Quads,Unaffiliated (usa),1,OMG!?!,0,Final,Final,1,4800,42295,0.41875,Quad -,W,Challenge,4800,0,35,DNS,0,0,0,33.5,0,0,0,0,0,0,,0,0
,,26,Men's Collegiate Fours,UNC Men's Crew,1,J. Chang,0,Final,Final,1,4800,42294,0.6625,Four +,M,Collegiate,4800,5,5,Finished,1727.581,17.9,0.0174,0,0,1727.581,17.9,0.0174,149.1,0,,0,0
,,50,Men's Collegiate Eights,UNC Men's Crew,1,S. Fanale,0,Final,Final,1,4800,42295,0.636805556,Eight,M,Collegiate,4800,28,26,Finished,1630.047,57.35,0.0615,0,0,1630.047,57.35,0.0615,143.1,0,,0,0
,,17,Women's Club Fours,Undine Barge Club,1,E. Picciani,0,Final,Final,1,4800,42294,0.565972222,Four +,W,Club,4800,35,17,Finished,2117.725,216.64,0.1197,0,0,2117.725,216.64,0.1197,213.1,0,,0,0
,,32B,Men's Youth Singles,Undine Barge Club,1,S. Flemming,0,Final,Final,1,4800,42295,0.361111111,Single,M,Youth,4800,23,48,Finished,2137.808,246.08,0.1467,0,0,2137.808,241.08,0.1417,215.2,0,,0,0
,,39,Women's Youth Doubles,Undine Barge Club,1,E. Grugan,0,Final,Final,1,4800,42295,0.484027778,Double,W,Youth,4800,32,16,Finished,2309.003,332.54,0.1807,0,0,2309.003,332.54,0.1807,224.7,0,,0,0
,,40,Men's Lightweight Singles,Undine Barge Club,1,s. madden,0,Final,Final,1,4800,42295,0.495138889,Single,M,Lightweight,4800,9,5,Finished,1940.332,103.46,0.0568,0,5,1945.332,108.46,0.0613,203,0,,0,0
,,52,Men's Lightweight Fours,Undine Barge Club,1,M. Ryan,0,Final,Final,1,4800,42295,0.656944444,Four +,M,Lightweight,4800,8,13,Finished,1748.626,102.71,0.0623,0,0,1748.626,102.71,0.0623,151.3,0,,0,0
,,1,Men's Senior Veteran Singles I And II [70+],Union Boat Club,1,D. Besser,0,Final,Final,1,4800,42294,0.333333333,Single,M,Veterans,4800,8,49,Finished,2253.175,123.76,0.065,0,0,2253.175,123.76,0.065,223,0,Sr. Vet I,0,0
,,1,Men's Senior Veteran Singles I And II [70+],Union Boat Club,2,J. Warburg,0,Final,Final,1,4800,42294,0.333333333,Single,M,Veterans,4800,19,35,Finished,2402.242,232.82,0.1185,0,0,2402.242,232.82,0.1185,230.2,0,Sr. Vet I,0,0
,,1,Men's Senior Veteran Singles I And II [70+],Union Boat Club,3,H. Sears,0,Final,Final,1,4800,42294,0.333333333,Single,M,Veterans,4800,20,31,Finished,2418.606,249.19,0.1312,0,0,2418.606,249.19,0.1312,231.9,0,Sr. Vet II,0,0
,,10,Men's Senior Master Doubles [50+],Union Boat Club,1,M. Cataldo,0,Final,Final,1,4800,42294,0.479166667,Double,M,Masters,4800,4,2,Finished,1838.272,2.45,0.0022,0,25,1903.272,27.45,0.0246,156.5,0,,0,0
,,11,Women's Senior Master Doubles [50+],Union Boat Club,1,P. Chang,0,Final,Final,1,4800,42294,0.489583333,Double,W,Masters,4800,23,20,Finished,2408.433,315.86,0.1564,0,0,2408.433,315.86,0.1564,230.9,0,Grand Mstr,0,0
,,12,Men's Senior Master Singles [40+],Union Boat Club,1,1 - W. Rowe,0,Final,Final,1,4800,42294,0.502083333,Single,M,Masters 1X,4800,23,18,Finished,2217.902,245.55,0.1412,0,0,2217.902,245.55,0.1412,219.4,0,,0,0
,,12,Men's Senior Master Singles [40+],Union Boat Club,2,2 - B. Mannino,0,Final,Final,1,4800,42294,0.502083333,Single,M,Masters 1X,4800,29,27,Finished,2247.972,315.62,0.1669,0,0,2247.972,315.62,0.1669,222.5,0,,0,0
,,12,Men's Senior Master Singles [40+],Union Boat Club,3,3 - S. Glick,0,Final,Final,1,4800,42294,0.502083333,Single,M,Masters 1X,4800,21,31,Finished,2150.551,218.2,0.1179,0,0,2150.551,218.2,0.1179,216.5,0,,0,0
,,13,Women's Senior Masters Singles [40+],Union Boat Club,1,C. McCarthy,0,Final,Final,1,4800,42294,0.510416667,Single,W,Masters 1X,4800,11,30,Finished,2340.991,101.2,0.045,0,0,2340.991,101.2,0.045,228,0,,0,0
,,16,Men's Club Fours,Union Boat Club,1,T. Moore,0,Final,Final,1,4800,42294,0.552083333,Four +,M,Club,4800,1,1,Finished,1654.541,0,0,0,0,1654.541,0,0,145.7,0,,0,0
,,17,Women's Club Fours,Union Boat Club,1,,0,Final,Final,1,4800,42294,0.565972222,Four +,W,Club,4800,41,15,Finished,2139.649,238.56,0.139,0,0,2139.649,238.56,0.139,215.4,0,,0,0
,,18,Men's Club Eights,Union Boat Club,1,T. Gentry,0,Final,Final,1,4800,42294,0.586111111,Eight,M,Club,4800,18,22,Finished,1601.583,56.63,0.0626,0,0,1601.583,56.63,0.0626,140.2,0,,0,0
,,20,Men's Master Fours [40+],Union Boat Club,1,S. Batchelor,0,Final,Final,1,4800,42294,0.608333333,Four +,M,Masters,4800,16,7,Finished,1905.414,203.82,0.1212,0,0,1905.414,203.82,0.1212,159.3,0,,0,0
,,28,Men's Championship Singles,Union Boat Club,1,E. Hovey,0,Final,Final,1,4800,42294,0.683333333,Single,M,Championship,4800,23,20,Finished,2020.683,208.71,0.1179,0,0,2020.683,208.71,0.1179,207.2,0,,0,0
,,32A,Men's Club Singles,Union Boat Club,1,1 - A. Zosuls,0,Final,Final,1,4800,42295,0.361111111,Single,M,Club,4800,5,7,Finished,1940.866,37.95,0.0332,0,0,1940.866,37.95,0.0332,203,0,,0,0
,,32A,Men's Club Singles,Union Boat Club,2,2 - A. Fisher,0,Final,Final,1,4800,42295,0.361111111,Single,M,Club,4800,14,27,Finished,2012.139,109.22,0.0606,0,0,2012.139,109.22,0.0606,206.3,0,,0,0
,,33A,Womens Club Singles,Union Boat Club,1,A. Taggart,0,Final,Final,1,4800,42295,0.377777778,Single,W,Club,4800,5,2,Finished,2226.046,52.81,0.0408,0,0,2226.046,52.81,0.0408,220.2,0,,0,0
,,36,Men's Master Singles,Union Boat Club,1,1 - D. Krockmalnic,0,Final,Final,1,4800,42295,0.455555556,Single,M,Masters 1X,4800,23,18,Finished,2330.268,434.44,0.2416,0,5,2335.268,439.44,0.246,226.9,0,,0,0
,,36,Men's Master Singles,Union Boat Club,2,2 - C. Storm,0,Final,Final,1,4800,42295,0.455555556,Single,M,Masters 1X,4800,3,12,Finished,1940.547,44.72,0.0394,0,0,1940.547,44.72,0.0394,203,0,,0,0
,,36,Men's Master Singles,Union Boat Club,3,3 - J. Toto,0,Final,Final,1,4800,42295,0.455555556,Single,M,Masters 1X,4800,11,9,Finished,2010.51,114.68,0.0657,0,0,2010.51,114.68,0.0657,206.1,0,,0,0
,,37,Women's Master Singles,Union Boat Club,1,C. Infantino,0,Final,Final,1,4800,42295,0.461805556,Single,W,Masters 1X,4800,6,6,Finished,2209.097,108.11,0.054,0,0,2209.097,108.11,0.054,218.4,0,,0,0
,,4,Men's Grand Master Singles [50+],Union Boat Club,1,1 - J. Bird,0,Final,Final,1,4800,42294,0.388888889,Single,M,Masters 1X,4800,37,53,Finished,2328.26,402.44,0.208,0,0,2328.26,402.44,0.208,226.7,0,,0,0
,,4,Men's Grand Master Singles [50+],Union Boat Club,2,2 - R. Wettach,0,Final,Final,1,4800,42294,0.388888889,Single,M,Masters 1X,4800,34,20,Finished,2243.468,317.65,0.1695,0,0,2243.468,317.65,0.1695,222,0,,0,0
,,DCM4X,Directors' Challenge Men's Quads,Union Boat Club,1,The Knuckleheads,0,Final,Final,1,4800,42295,0.538888889,Quad -,M,Challenge,4800,8,7,Finished,1634.002,59.61,0.0638,11.5,0,1622.502,53.98,0.0581,143.5,0,,0,0
,,DCMX4X,Directors' Challenge Mixed Quads,Union Boat Club,1,1 - Winter Is Coming,0,Final,Final,1,4800,42295,0.624305556,Quad -,MX,Challenge,4800,3,21,Finished,1755.086,47.7,0.0464,24,0,1731.086,22.2,0.0216,152,0,,0,0
,,DCMX4X,Directors' Challenge Mixed Quads,Union Boat Club,2,2 - D. Krockmalnic,0,Final,Final,1,4800,42295,0.624305556,Quad -,MX,Challenge,4800,17,2,Finished,2027.855,320.47,0.1951,30,0,1957.855,248.97,0.1642,207.9,0,,0,0
,,14,Men's Alumni Eights,United States Coast Guard Academy Alumni,1,A. Ogg,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,39,23,Finished,1738.13,152.84,0.1194,0,0,1738.13,152.84,0.1194,150.2,0,,0,0
,,32A,Men's Club Singles,United States Coast Guard Academy Alumni,1,J. Olbrys,0,Final,Final,1,4800,42295,0.361111111,Single,M,Club,4800,27,12,Finished,2054.793,151.87,0.0979,0,0,2054.793,151.87,0.0979,210.7,0,,0,0
,,17,Women's Club Fours,University Barge Club,1,M. McDevitt,0,Final,Final,1,4800,42294,0.565972222,Four +,W,Club,4800,13,36,Finished,2000.423,59.33,0.052,0,0,2000.423,59.33,0.052,205,0,,0,0
,,18,Men's Club Eights,University Barge Club,1,J. Abele,0,Final,Final,1,4800,42294,0.586111111,Eight,M,Club,4800,27,6,Finished,1622.359,117.41,0.0855,0,0,1622.359,117.41,0.0855,142.3,0,,0,0
,,4,Men's Grand Master Singles [50+],University Barge Club,1,J. Purtill,0,Final,Final,1,4800,42294,0.388888889,Single,M,Masters 1X,4800,46,33,Finished,2413.74,447.92,0.247,0,15,2428.74,502.92,0.2598,231.4,0,,0,0
,,6,Men's Senior Master Eights [50+],University Barge Club,1,P. Laskow,0,Final,Final,1,4800,42294,0.420138889,Eight,M,Masters,4800,40,35,Finished,1923.189,309.05,0.1941,0,0,1923.189,309.05,0.1941,201.2,0,Grand Mstr,0,0
,,DCMX2X,Directors Challenge Mixed Doubles,University Barge Club,1,K. Cook,0,Final,Final,1,4800,42294,0.710416667,Double,MX,Challenge,4800,12,31,Finished,2049.945,205.43,0.1115,107,0,1942.945,112.4,0.0652,210.2,0,,0,0
,,DCPC2X,Directors' Challenge Parent/Child Doubles,University Barge Club,1,R. Wegryn,0,Final,Final,1,4800,42294,0.696527778,Double,MX,Challenge,4800,26,16,Finished,2119.061,308.74,0.1731,0,115,2234.061,423.74,0.2419,213.2,0,,0,0
,,46,Men's Championship Fours,"University Of California, Berkeley",1,A. Wright,0,Final,Final,1,4800,42295,0.590277778,Four +,M,Championship,4800,3,10,Finished,1616.803,8.26,0.0085,0,0,1616.803,8.26,0.0085,141.8,0,,0,0
,,48,Men's Championship Eights,"University Of California, Berkeley",1,M. MacKovic,0,Final,Final,1,4800,42295,0.604166667,Eight,M,Championship,4800,2,4,Finished,1419.65,0.68,0.0008,0,0,1419.65,0.68,0.0008,129.5,0,,0,0
,,49,Women's Championship Eights,"University Of California, Berkeley",1,K. Chase,0,Final,Final,1,4800,42295,0.613888889,Eight,W,Championship,4800,1,32,Finished,1558.626,0,0,0,0,1558.626,0,0,139.9,0,,0,0
,,50,Men's Collegiate Eights,"University Of California, Santa Barbara",1,L. Bowers,0,Final,Final,1,4800,42295,0.636805556,Eight,M,Collegiate,4800,7,14,Finished,1544.136,11.44,0.0123,0,0,1544.136,11.44,0.0123,138.3,0,,0,0
,,51,Women's Collegiate Eights,"University Of California, Santa Barbara",1,R. Gronsdahl,0,Final,Final,1,4800,42295,0.646527778,Eight,W,Collegiate,4800,12,23,Finished,1820.076,54.5,0.0521,0,0,1820.076,54.5,0.0521,154.6,0,,0,0
,,27,Women's Collegiate Fours,University Of Chicago Crew,1,M. Quam,0,Final,Final,1,4800,42294,0.672222222,Four +,W,Collegiate,4800,5,2,Finished,2008.099,37.19,0.0318,0,0,2008.099,37.19,0.0318,205.8,0,,0,0
,,27,Women's Collegiate Fours,University Of Cincinnati Rowing Team,1,E. Flanagan,0,Final,Final,1,4800,42294,0.672222222,Four +,W,Collegiate,4800,6,27,Finished,2015.281,44.37,0.0379,0,0,2015.281,44.37,0.0379,206.6,0,,0,0
,,50,Men's Collegiate Eights,University Of Cincinnati Rowing Team,1,Z. Tucker,0,Final,Final,1,4800,42295,0.636805556,Eight,M,Collegiate,4800,9,40,Finished,1545.054,12.35,0.0132,0,0,1545.054,12.35,0.0132,138.4,0,,0,0
,,17,Women's Club Fours,University Of Connecticut,1,H. Norris,0,Final,Final,1,4800,42294,0.565972222,Four +,W,Club,4800,30,8,Finished,2103.96,202.87,0.1077,0,0,2103.96,202.87,0.1077,211.7,0,,0,0
,,26,Men's Collegiate Fours,University Of Connecticut,1,C. O Riada,0,Final,Final,1,4800,42294,0.6625,Four +,M,Collegiate,4800,7,22,Finished,1744.829,35.15,0.0341,0,0,1744.829,35.15,0.0341,150.9,0,,0,0
,,47,Women's Championship Fours,University Of Connecticut,1,K. Lavrentios,0,Final,Final,1,4800,42295,0.594444444,Four +,W,Championship,4800,19,18,Finished,2029.183,255.39,0.1664,0,0,2029.183,255.39,0.1664,208,0,,0,0
,,49,Women's Championship Eights,University Of Connecticut,1,A. Kelley,0,Final,Final,1,4800,42295,0.613888889,Eight,W,Championship,4800,32,29,Finished,1857.29,258.66,0.1864,0,0,1857.29,258.66,0.1864,158.5,0,,0,0
,,17,Women's Club Fours,University Of Delaware,1,C. Alexander,0,Final,Final,1,4800,42294,0.565972222,Four +,W,Club,4800,15,45,Finished,2006.161,105.07,0.057,0,0,2006.161,105.07,0.057,205.6,0,,0,0
,,26,Men's Collegiate Fours,University of Delaware Men's Crew,1,,0,Final,Final,1,4800,42294,0.6625,Four +,M,Collegiate,4800,38,37,Finished,1755.149,45.47,0.0442,0,100,1855.149,145.47,0.1024,152,0,,0,0
,,50,Men's Collegiate Eights,University of Delaware Men's Crew,1,,0,Final,Final,1,4800,42295,0.636805556,Eight,M,Collegiate,4800,2,5,Finished,1537.273,4.57,0.0049,0,0,1537.273,4.57,0.0049,137.6,0,,0,0
,,52,Men's Lightweight Fours,University of Delaware Men's Crew,1,,0,Final,Final,1,4800,42295,0.656944444,Four +,M,Lightweight,4800,10,15,Finished,1756.055,110.14,0.0697,0,0,1756.055,110.14,0.0697,152.1,0,,0,0
,,54,Men's Lightweight Eights,University of Delaware Men's Crew,1,1 - C. Dabagian,0,Final,Final,1,4800,42295,0.670833333,Eight,M,Lightweight,4800,8,6,Finished,1520.672,30.83,0.0346,0,0,1520.672,30.83,0.0346,135.9,0,,0,0
,,54,Men's Lightweight Eights,University of Delaware Men's Crew,2,2 - K. McCaig,0,Final,Final,1,4800,42295,0.670833333,Eight,M,Lightweight,4800,12,17,Finished,1539.861,50.02,0.0562,0,0,1539.861,50.02,0.0562,137.9,0,,0,0
,,16,Men's Club Fours,University Of Illinois Rowing,1,A. Cosman,0,Final,Final,1,4800,42294,0.552083333,Four +,M,Club,4800,48,23,Finished,1916,221.46,0.1394,0,35,1951,256.46,0.1739,200.4,0,,0,0
,,26,Men's Collegiate Fours,University Of Illinois Rowing,1,J. Pieper,0,Final,Final,1,4800,42294,0.6625,Four +,M,Collegiate,4800,14,41,Finished,1804.589,54.91,0.0533,0,0,1804.589,54.91,0.0533,153,0,,0,0
,,47,Women's Championship Fours,University Of Iowa,1,G. Kerr,0,Final,Final,1,4800,42295,0.594444444,Four +,W,Championship,4800,6,13,Finished,1845.673,111.88,0.0682,0,0,1845.673,111.88,0.0682,157.3,0,,0,0
,,49,Women's Championship Eights,University Of Iowa,1,B. Baustian,0,Final,Final,1,4800,42295,0.613888889,Eight,W,Championship,4800,9,23,Finished,1653.287,54.66,0.057,0,0,1653.287,54.66,0.057,145.6,0,,0,0
,,50,Men's Collegiate Eights,University Of Kansas Crew,1,M. George,0,Final,Final,1,4800,42295,0.636805556,Eight,M,Collegiate,4800,35,33,Finished,1652.856,120.16,0.0859,0,0,1652.856,120.16,0.0859,145.5,0,,0,0
,,16,Men's Club Fours,University Of Massachusetts - Lowell,1,E. McMillan,0,Final,Final,1,4800,42294,0.552083333,Four +,M,Club,4800,49,9,Finished,1958.992,304.45,0.1818,0,0,1958.992,304.45,0.1818,204.9,0,,0,0
,,17,Women's Club Fours,University Of Massachusetts - Lowell,1,S. Krawiec,0,Final,Final,1,4800,42294,0.565972222,Four +,W,Club,4800,28,27,Finished,2056.269,155.18,0.1009,0,0,2056.269,155.18,0.1009,210.9,0,,0,0
