"","place_id","lat","long"
"155","ChIJEet2zJZ444kRLQfoSXtI8Nk",42.3186943,-71.1762655
"156","ChIJT18oVHiC44kRXzcv5Rfnujc",42.330257,-71.1950598
"157","ChIJq6hzIxKG44kRcKw0bVlYxAs",42.3170514,-71.3641005
"158","ChIJMZouOdp444kR_Dtw5bvLGw4",42.3032511,-71.152151
"159","ChIJi4Se3FN444kRLe5jtEvXnEM",42.3362819,-71.1501556
"160","ChIJHyAfwsmG44kR6-BVFKY_0bU",42.2966421,-71.2948539
"161","ChIJjeYWYHiC44kRa5wP3hbwTfU",42.3302182,-71.192352
"162","ChIJfZpmi_F444kR9EK71Twelx8",42.3236417,-71.1623672
"163","ChIJMeQsNWiB44kRgDdyKF0D86c",42.2990425,-71.2623043
"164","ChIJpamIZPuB44kRDWbun0o2Kk0",42.2922437,-71.198784
"165","ChIJ42C8pIt844kRXArBNtIaKF8",42.2584044,-71.0399709
"166","ChIJBzn1gbR844kRLOJAMvLe9rE",42.2526999,-71.0049509
"167","ChIJm2se8hZ944kRNNPNz_owrNY",42.2202087,-71.0302678
"168","ChIJHfJYeDxj44kR63F2LqS_Gag",42.2377025,-70.9840347
"169","ChIJoYASo0R644kRCKeD3GkTF_E",42.3292551,-71.0632824
"170","ChIJdzOYzz1944kRUchOA-_Ql-E",42.2218564,-71.0226585
"171","ChIJq3tOFkB644kRhpSXRL2dWpM",42.334933,-71.0721917
"172","ChIJ0wv-23ed5IkRDnuvq5cAofM",42.1714034,-70.9550791
"173","ChIJhSLKkxh644kRi_Or_ju519o",42.339095,-71.0874626
"174","ChIJQ0avaox544kR9h12V7NLJJ0",42.337786,-71.1046367
"175","ChIJo_ATrY1544kRKoNZV5UkpwI",42.3387567,-71.1062884
"176","ChIJsXcQL5h544kR-L5hTLx0bQs",42.3337294,-71.1185859
"177","ChIJ-2Skf4Zw44kRE0CzpAwsSCs",42.338695,-71.1366003
"178","ChIJu0qcmW5544kRTsfNRhjcoOc",42.3109902,-71.1148087
"179","ChIJy8Nk0Yt544kRVVXYNs-Uq1M",42.3363049,-71.1004104
"180","ChIJSzKGoY1544kRQU9sX30Q7V0",42.3390263,-71.1079251
"181","ChIJj8n0kSN644kROZe3DHvDp8E",42.33508,-71.0890631
"182","ChIJVzWeChBe44kR1_hgCneQX9E",42.2215952,-70.8022906
"183","ChIJFe1X2VRh44kRLXDVvP1D6IE",42.2488341,-70.903758
"184","ChIJoTR5j_lh44kRbcGUnLboN2E",42.1809837,-70.9017806
"185","ChIJty7eGspv5IkR2tGa6vkjEKI",42.0911091,-71.4240299
"186","ChIJTa_eQY1w5IkRrSQbfGqVhwQ",42.152691,-71.4046789
"187","ChIJ0wtWompk5IkR4LYvCwNJMJI",42.0342299,-71.310557
"188","ChIJwzBMO5Nv5IkRCr37kJxDkmw",42.084841,-71.3980428
"189","ChIJoQRnQP-I5IkRVeIqiYSSnlA",42.0277784,-71.1436951
"190","ChIJR4kyHMN95IkRoaOKHE-fvF8",42.1401201,-71.2193433
"191","ChIJddXtHdWA5IkRCNHhQOIQHRo",42.1405611,-71.1477333
"192","ChIJRWnjTQ2c5IkRy5GNhcRmv8Q",42.1102879,-70.9270208
"193","ChIJU9AXBJKF5IkRZoe_8j8Js8o",42.0590161,-71.0681683
"194","ChIJPWtuh7iD5IkRaDqzX2wvgHc",42.1521839,-71.0727559
"195","ChIJcymYacWf5IkRj4MMLNd-m9g",42.1528876,-70.8466266
"196","ChIJ0_p4aB6h5IkRegbr9ZOEr_o",42.1067272,-70.7489423
"197","ChIJxTm8oryf5IkRvQGEw3TS-vM",42.1368122,-70.8389478
"198","ChIJodP14mNd5IkR8iN0UYBFA6M",41.9399339,-71.3526007
"199","ChIJz9YorS5F5IkRWl1-6u3dAek",41.8301221,-71.3890583
"200","ChIJNQW5UyNF5IkR5cxpr5fwZMQ",41.8274989,-71.4008124
"201","ChIJhf8RMzzz5IkRQ1qIWcE7Evo",41.8792675,-71.0662615
"202","ChIJ4fXOQjKM5IkRllfP4fZPq6c",41.9591789,-71.0535215
"203","ChIJwU3dWn675IkRY3MRgrnznJw",41.9540675,-70.714953
"204","ChIJuTw20w-75IkR9Ilm1oP0iIc",41.9547273,-70.6861366
"205","ChIJAUriiU-65IkRvqZtoKTwDYY",41.928813,-70.6574267
"206","ChIJVRBWNuhX5IkR0R34N-frpzk",41.7493506,-71.2066332
"207","ChIJLwoJckvj5IkRE2OgwIwb7BE",41.6368555,-71.0023204
"208","ChIJ9dWUt27B5IkR6ZwFJLBuSZ8",41.7735995,-70.7462555
"209","ChIJc4oKLcHI5IkREnvEAnLQtMs",41.7520196,-70.5943223
"210","ChIJ78gqoHLX5IkRbKPxRljnGBo",41.5555513,-70.5994409
