OTU	taxonomy	Phyla	Class	Order	Family	Genus	Species
New.CleanUp.ReferenceOTU43811	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU43886	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU43917	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU43929	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__	 g__	 s__
New.CleanUp.ReferenceOTU43956	Unassigned						
New.CleanUp.ReferenceOTU43998	k__Bacteria	 p__Bacteroidetes	 c__Sphingobacteriia	 o__Sphingobacteriales	 f__Sphingobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU44004	k__Bacteria	 p__Cyanobacteria	 c__Oscillatoriophycideae	 o__Chroococcales	 f__Cyanobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU44022	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__	 s__
New.CleanUp.ReferenceOTU44037	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU44067	k__Bacteria	 p__Planctomycetes	 c__Planctomycetia	 o__Pirellulales	 f__Pirellulaceae	 g__	 s__
New.CleanUp.ReferenceOTU44095	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU44131	k__Bacteria	 p__Chloroflexi	 c__SAR202	 o__	 f__	 g__	 s__
New.CleanUp.ReferenceOTU44136	k__Bacteria	 p__Actinobacteria	 c__Acidimicrobiia	 o__Acidimicrobiales	 f__	 g__	 s__
New.CleanUp.ReferenceOTU44156	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU44257	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU44329	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__EC94	 f__	 g__	 s__
New.CleanUp.ReferenceOTU44349	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU44454	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Eubacteriaceae	 g__Pseudoramibacter_Eubacterium	 s__
New.CleanUp.ReferenceOTU44458	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae		
New.CleanUp.ReferenceOTU44500	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU44513	k__Bacteria	 p__Actinobacteria	 c__Actinobacteria	 o__Actinomycetales	 f__Mycobacteriaceae	 g__Mycobacterium	 s__celatum
New.CleanUp.ReferenceOTU44530	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Alteromonadaceae	 g__HTCC2207	 s__
New.CleanUp.ReferenceOTU44537	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__	 s__
New.CleanUp.ReferenceOTU44596	Unassigned						
New.CleanUp.ReferenceOTU44597	k__Bacteria	 p__Actinobacteria	 c__Acidimicrobiia	 o__Acidimicrobiales	 f__wb1_P06	 g__	 s__
New.CleanUp.ReferenceOTU44638	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU44686	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Veillonellaceae	 g__	 s__
New.CleanUp.ReferenceOTU44806	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU44841	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU45009	k__Bacteria	 p__Bacteroidetes	 c__Cytophagia	 o__Cytophagales	 f__Flammeovirgaceae	 g__	 s__
New.CleanUp.ReferenceOTU45013	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Methylobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU45061	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Porphyromonas	 s__
New.CleanUp.ReferenceOTU45114	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU45146	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__Rhodospirillaceae	 g__	 s__
New.CleanUp.ReferenceOTU45175	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU45176	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Methylocystaceae	 g__	 s__
New.CleanUp.ReferenceOTU45206	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__Acetobacteraceae	 g__	 s__
New.CleanUp.ReferenceOTU45259	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU45265	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Peptococcaceae	 g__Peptococcus	 s__
New.CleanUp.ReferenceOTU45282	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__	 s__
New.CleanUp.ReferenceOTU45317	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU45367	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas	 s__yabuuchiae
New.CleanUp.ReferenceOTU45382	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU45463	k__Bacteria	 p__Fusobacteria	 c__Fusobacteriia	 o__Fusobacteriales	 f__Fusobacteriaceae	 g__Fusobacterium	 s__
New.CleanUp.ReferenceOTU45523	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas	 s__yabuuchiae
New.CleanUp.ReferenceOTU45531	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU45557	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Methylocystaceae	 g__	 s__
New.CleanUp.ReferenceOTU45626	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU45632	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU45634	Unassigned						
New.CleanUp.ReferenceOTU45704	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Bacillus	 s__thermoamylovorans
New.CleanUp.ReferenceOTU45771	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU45790	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Kaistobacter	 s__
New.CleanUp.ReferenceOTU45792	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU45799	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU45801	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU45810	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
New.CleanUp.ReferenceOTU45828	k__Bacteria	 p__Bacteroidetes	 c__[Saprospirae]	 o__[Saprospirales]	 f__Chitinophagaceae	 g__	 s__
New.CleanUp.ReferenceOTU45878	k__Archaea	 p__Crenarchaeota	 c__Thaumarchaeota	 o__Cenarchaeales	 f__Cenarchaeaceae	 g__	 s__
New.CleanUp.ReferenceOTU45885	k__Bacteria	 p__Chloroflexi	 c__SAR202	 o__	 f__	 g__	 s__
New.CleanUp.ReferenceOTU45970	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Aeromonadales	 f__Succinivibrionaceae	 g__Succinivibrio	 s__
New.CleanUp.ReferenceOTU45975	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU46026	Unassigned						
New.CleanUp.ReferenceOTU46034	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU46046	k__Bacteria	 p__Actinobacteria	 c__Acidimicrobiia	 o__Acidimicrobiales	 f__TK06	 g__	 s__
New.CleanUp.ReferenceOTU46072	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Blautia	 s__
New.CleanUp.ReferenceOTU46090	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU46106	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU46107	k__Bacteria	 p__Fusobacteria	 c__Fusobacteriia	 o__Fusobacteriales	 f__Fusobacteriaceae		
New.CleanUp.ReferenceOTU46132	k__Bacteria	 p__Actinobacteria	 c__Actinobacteria	 o__Actinomycetales	 f__Micrococcaceae	 g__Rothia	 s__mucilaginosa
New.CleanUp.ReferenceOTU46160	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU46174	k__Bacteria	 p__Cyanobacteria	 c__Oscillatoriophycideae	 o__Oscillatoriales	 f__Phormidiaceae	 g__Oscillatoria	
New.CleanUp.ReferenceOTU46187	Unassigned						
New.CleanUp.ReferenceOTU46281	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
New.CleanUp.ReferenceOTU46293	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU46308	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
New.CleanUp.ReferenceOTU46344	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Anaplasmataceae	 g__Anaplasma	 s__
New.CleanUp.ReferenceOTU46350	Unassigned						
New.CleanUp.ReferenceOTU46366	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__	 g__	 s__
New.CleanUp.ReferenceOTU46415	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__S24-7	 g__	 s__
New.CleanUp.ReferenceOTU46522	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
New.CleanUp.ReferenceOTU46552	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Veillonellaceae	 g__Phascolarctobacterium	 s__
New.CleanUp.ReferenceOTU46626	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Chromatiales	 f__	 g__	 s__
New.CleanUp.ReferenceOTU46629	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU46660	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Methylobacteriaceae	 g__Methylobacterium	 s__
New.CleanUp.ReferenceOTU46687	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
New.CleanUp.ReferenceOTU46725	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU46754	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__RF16	 g__	 s__
New.CleanUp.ReferenceOTU46782	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU46802	k__Bacteria	 p__Bacteroidetes	 c__Flavobacteriia	 o__Flavobacteriales	 f__[Weeksellaceae]	 g__Cloacibacterium	 s__
New.CleanUp.ReferenceOTU46819	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU46887	k__Bacteria	 p__Bacteroidetes	 c__[Saprospirae]	 o__[Saprospirales]	 f__Chitinophagaceae	 g__	 s__
New.CleanUp.ReferenceOTU46913	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU46939	k__Bacteria	 p__Chloroflexi	 c__SAR202	 o__	 f__	 g__	 s__
New.CleanUp.ReferenceOTU46966	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__Acetobacteraceae	 g__	 s__
New.CleanUp.ReferenceOTU46981	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU47040	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU47042	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU47075	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Legionellales	 f__Coxiellaceae	 g__	 s__
New.CleanUp.ReferenceOTU47081	k__Bacteria	 p__Actinobacteria	 c__Acidimicrobiia	 o__Acidimicrobiales	 f__	 g__	 s__
New.CleanUp.ReferenceOTU47086	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Aerococcaceae	 g__Facklamia	 s__
New.CleanUp.ReferenceOTU47097	k__Bacteria	 p__WPS-2	 c__	 o__	 f__	 g__	 s__
New.CleanUp.ReferenceOTU47126	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU47161	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU47222	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Prevotellaceae	 g__Prevotella	 s__
New.CleanUp.ReferenceOTU47236	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU47278	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__HTCC2188	 g__HTCC	 s__
New.CleanUp.ReferenceOTU47280	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU47281	Unassigned						
New.CleanUp.ReferenceOTU47294	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU47304	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU47345	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU47347	k__Bacteria	 p__Chloroflexi	 c__SAR202	 o__	 f__	 g__	 s__
New.CleanUp.ReferenceOTU47364	k__Bacteria	 p__Actinobacteria	 c__Acidimicrobiia	 o__Acidimicrobiales	 f__TK06	 g__	 s__
New.CleanUp.ReferenceOTU47365	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	 s__
New.CleanUp.ReferenceOTU47368	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
New.CleanUp.ReferenceOTU47432	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria				
New.CleanUp.ReferenceOTU47489	k__Bacteria	 p__Planctomycetes	 c__Planctomycetia	 o__Gemmatales	 f__Isosphaeraceae	 g__	 s__
New.CleanUp.ReferenceOTU47490	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__	 s__
New.CleanUp.ReferenceOTU47544	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU47565	k__Bacteria	 p__Fusobacteria	 c__Fusobacteriia	 o__Fusobacteriales	 f__Fusobacteriaceae		
New.CleanUp.ReferenceOTU47602	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU47611	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU47618	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Streptococcaceae	 g__Streptococcus	 s__
New.CleanUp.ReferenceOTU47677	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU47701	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU47730	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__Bdellovibrio	 s__
New.CleanUp.ReferenceOTU47777	k__Bacteria	 p__Bacteroidetes	 c__Cytophagia	 o__Cytophagales	 f__[Amoebophilaceae]	 g__Candidatus Cardinium	 s__
New.CleanUp.ReferenceOTU47799	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
New.CleanUp.ReferenceOTU47814	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
New.CleanUp.ReferenceOTU47827	k__Bacteria	 p__Cyanobacteria	 c__Chloroplast	 o__Stramenopiles	 f__	 g__	 s__
New.CleanUp.ReferenceOTU47879	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU47896	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__	 g__	 s__
New.CleanUp.ReferenceOTU47926	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Streptococcaceae	 g__Streptococcus	 s__
New.CleanUp.ReferenceOTU47929	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU47934	k__Bacteria	 p__Chloroflexi	 c__TK17	 o__TK18	 f__	 g__	 s__
New.CleanUp.ReferenceOTU47946	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__	 s__
New.CleanUp.ReferenceOTU47964	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU47982	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
New.CleanUp.ReferenceOTU47997	k__Bacteria	 p__Planctomycetes	 c__Planctomycetia	 o__Gemmatales	 f__Isosphaeraceae	 g__	 s__
New.CleanUp.ReferenceOTU48009	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Novosphingobium	
New.CleanUp.ReferenceOTU48020	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Chromatiales	 f__Ectothiorhodospiraceae	 g__	 s__
New.CleanUp.ReferenceOTU48033	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU48112	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Christensenellaceae	 g__	 s__
New.CleanUp.ReferenceOTU48171	Unassigned						
New.CleanUp.ReferenceOTU48183	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU48202	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU48228	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU48242	k__Bacteria	 p__Actinobacteria	 c__Actinobacteria	 o__Bifidobacteriales	 f__Bifidobacteriaceae	 g__Bifidobacterium	
New.CleanUp.ReferenceOTU48329	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU48349	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU48401	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU48431	Unassigned						
New.CleanUp.ReferenceOTU48454	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Methylocystaceae	 g__	 s__
New.CleanUp.ReferenceOTU48459	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU48480	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Legionellales	 f__Coxiellaceae	 g__Aquicella	 s__
New.CleanUp.ReferenceOTU48484	k__Bacteria	 p__Acidobacteria	 c__Acidobacteria-6	 o__BPC015	 f__	 g__	 s__
New.CleanUp.ReferenceOTU48538	k__Bacteria	 p__Verrucomicrobia	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Verrucomicrobiaceae	 g__	 s__
New.CleanUp.ReferenceOTU48584	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Streptococcaceae	 g__Streptococcus	 s__
New.CleanUp.ReferenceOTU48589	k__Bacteria	 p__Verrucomicrobia	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Verrucomicrobiaceae	 g__Akkermansia	 s__muciniphila
New.CleanUp.ReferenceOTU48591	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
New.CleanUp.ReferenceOTU48594	Unassigned						
New.CleanUp.ReferenceOTU48631	k__Bacteria	 p__Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Burkholderiaceae	 g__Burkholderia	
New.CleanUp.ReferenceOTU48639	k__Bacteria	 p__Chloroflexi	 c__SAR202	 o__	 f__	 g__	 s__
New.CleanUp.ReferenceOTU48680	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
New.CleanUp.ReferenceOTU48700	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU48707	k__Bacteria	 p__Planctomycetes	 c__Planctomycetia	 o__Gemmatales	 f__Isosphaeraceae	 g__	 s__
New.CleanUp.ReferenceOTU48724	k__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Myxococcales	 f__	 g__	 s__
New.CleanUp.ReferenceOTU48744	k__Bacteria	 p__Spirochaetes	 c__Spirochaetes	 o__[Borreliales]	 f__[Borreliaceae]	 g__Borrelia	 s__
New.CleanUp.ReferenceOTU48881	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Rickettsia	 s__
New.CleanUp.ReferenceOTU48896	k__Bacteria	 p__Bacteroidetes	 c__Cytophagia	 o__Cytophagales	 f__[Amoebophilaceae]	 g__Candidatus Cardinium	 s__
New.CleanUp.ReferenceOTU48910	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__	 s__
