"","place_id","lat","long"
"253","ChIJJSzaJjd344kRJa9Dnb3RNeI",42.3835204,-71.1064703
"254","ChIJo7uxpI1544kRnYkZ01eUhRY",42.3514285,-71.1216304
"255","ChIJHdtlgs9544kRN7wrClasQTk",42.3533777,-71.1334527
"256","ChIJA266tkJ344kRXr0ufPglaho",42.372934,-71.119378
"257","ChIJBQu0wSl344kR_C8jshotdQY",42.3971981,-71.1048995
"258","ChIJob7y_pCC44kRRS8aWx1HRHs",42.3519005,-71.2071791
"259","ChIJ0c_6TT9x44kRN-R7hEwwKcY",42.4141618,-71.0790053
"260","ChIJY_VDjhV644kRv959J5O02Ac",42.3648833,-71.1034564
"261","ChIJaTaVStdw44kR0Uwt-XHnP_8",42.3905559,-71.0865759
"262","ChIJdTVRJzdx44kR0bJR8ye5ZaQ",42.410651,-71.0884667
"263","ChIJmblPmZFz44kRo1fttLbaf78",42.4573707,-71.0829003
"264","ChIJYXiTVVF344kR7nh-h2xDlKw",42.3696288,-71.1114308
"265","ChIJm3tlaQt444kRn1VL8oC4WxQ",42.3569087,-71.1878411
"266","ChIJmTtcqlAL44kR1h45U_4uajE",42.5212864,-71.1035984
"267","ChIJNRjOlYV044kRVUkjWGJ66wA",42.4967234,-71.1012164
"268","ChIJN_ocG6x044kReYVOB3CFTJ4",42.5071121,-71.1042863
"269","ChIJMdDnhapw44kR_9tn_da3TcQ",42.3588556,-71.0949517
"270","ChIJY7TEebRw44kRXWetdA9zpoU",42.3730912,-71.093544
"271","ChIJ66WPIdFw44kRaZneDQUXtuY",42.3896702,-71.0887824
"272","ChIJRx7UEdV044kR1t4JqYmhrgA",42.5173167,-71.1443386
"273","ChIJu2Q4ms5544kRjvE11O9W4r8",42.353455,-71.138529
"274","ChIJBcZnzJ1044kR8z_H28zN5aM",42.4889761,-71.0997575
"275","ChIJJzSbiLdw44kRFR0ajFcCNLI",42.374263,-71.085714
"276","ChIJy0UPltKe44kRcI53dtHNcEM",42.496343,-71.285867
"277","ChIJhdQyaEie44kR0d851qVQw8A",42.484985,-71.2184246
"278","ChIJNZRkUAR144kRZVIYEkod4rU",42.4890636,-71.1529191
"279","ChIJ4Y0glxh344kRW5Q9F4gLRog",42.395152,-71.121979
"280","ChIJ-9lJUEN344kRJZtWfE6kumY",42.3721606,-71.1160019
"281","ChIJqe97Wcpw44kR5pf5hZHRlxY",42.3808197,-71.0856199
"282","ChIJY82nfcNw44kR6a1OM54NI0s",42.3825537,-71.0791083
"283","ChIJNZ9kLLlw44kR0kY0oWwQDeA",42.3722713,-71.0797928
"284","ChIJRQ5by7d244kRA3YgJyRdX5o",42.4016513,-71.077131
"285","ChIJTRmziklz44kREUA50f7cGZE",42.5022078,-71.0750085
"286","ChIJwxxuv8F044kR8w97bQhaK0c",42.4976245,-71.12575
