ID,Description
gene1686,ID=gene1686;Name=SMU_t58;Dbxref=GeneID:2886089;gbkey=Gene;locus_tag=SMU_t58
gene1690,ID=gene1690;Name=cdsA;Dbxref=GeneID:1028974;gbkey=Gene;gene=cdsA;locus_tag=SMU_1785;old_locus_tag=SMU.1785
gene1693,ID=gene1693;Name=SMU_1788c;Dbxref=GeneID:1028991;gbkey=Gene;locus_tag=SMU_1788c;old_locus_tag=SMU.1788c
gene1696,ID=gene1696;Name=SMU_1791c;Dbxref=GeneID:1029007;gbkey=Gene;locus_tag=SMU_1791c;old_locus_tag=SMU.1791c
gene1703,ID=gene1703;Name=SMU_1800c;Dbxref=GeneID:1029015;gbkey=Gene;locus_tag=SMU_1800c;old_locus_tag=SMU.1800c
gene1704,ID=gene1704;Name=SMU_1801c;Dbxref=GeneID:1029013;gbkey=Gene;locus_tag=SMU_1801c;old_locus_tag=SMU.1801c
gene1705,ID=gene1705;Name=SMU_1802c;Dbxref=GeneID:1029012;gbkey=Gene;locus_tag=SMU_1802c;old_locus_tag=SMU.1802c
gene1707,ID=gene1707;Name=SMU_1804c;Dbxref=GeneID:1029022;gbkey=Gene;locus_tag=SMU_1804c;old_locus_tag=SMU.1804c
gene1712,ID=gene1712;Name=scnG;Dbxref=GeneID:1029025;gbkey=Gene;gene=scnG;locus_tag=SMU_1809;old_locus_tag=SMU.1809
gene1713,ID=gene1713;Name=scnE;Dbxref=GeneID:1029019;gbkey=Gene;gene=scnE;locus_tag=SMU_1810;old_locus_tag=SMU.1810
gene1714,ID=gene1714;Name=scnF;Dbxref=GeneID:1029018;gbkey=Gene;gene=scnF;locus_tag=SMU_1811;old_locus_tag=SMU.1811
gene1718,ID=gene1718;Name=scnR;Dbxref=GeneID:1029023;gbkey=Gene;gene=scnR;locus_tag=SMU_1815;old_locus_tag=SMU.1815
gene1722,ID=gene1722;Name=gatB;Dbxref=GeneID:1029033;gbkey=Gene;gene=gatB;locus_tag=SMU_1819;old_locus_tag=SMU.1819
gene1723,ID=gene1723;Name=SMU_1820c;Dbxref=GeneID:1029032;gbkey=Gene;locus_tag=SMU_1820c;old_locus_tag=SMU.1820c
gene1724,ID=gene1724;Name=SMU_1821c;Dbxref=GeneID:1029031;gbkey=Gene;locus_tag=SMU_1821c;old_locus_tag=SMU.1821c
gene1725,ID=gene1725;Name=gatA;Dbxref=GeneID:1029036;gbkey=Gene;gene=gatA;locus_tag=SMU_1822;old_locus_tag=SMU.1822
gene1730,ID=gene1730;Name=SMU_1828;Dbxref=GeneID:1029039;gbkey=Gene;locus_tag=SMU_1828;old_locus_tag=SMU.1828
gene1735,ID=gene1735;Name=alr;Dbxref=GeneID:1029043;gbkey=Gene;gene=alr;locus_tag=SMU_1834;old_locus_tag=SMU.1834
gene1738,ID=gene1738;Name=aroH;Dbxref=GeneID:1029046;gbkey=Gene;gene=aroH;locus_tag=SMU_1837;old_locus_tag=SMU.1837
gene1748,ID=gene1748;Name=SMU_1848;Dbxref=GeneID:1029060;gbkey=Gene;locus_tag=SMU_1848;old_locus_tag=SMU.1848
gene1749,ID=gene1749;Name=comEB;Dbxref=GeneID:1029061;gbkey=Gene;gene=comEB;locus_tag=SMU_1849;old_locus_tag=SMU.1849
gene1754,ID=gene1754;Name=SMU_1854;Dbxref=GeneID:1029066;gbkey=Gene;locus_tag=SMU_1854;old_locus_tag=SMU.1854
gene1755,ID=gene1755;Name=SMU_1855;Dbxref=GeneID:1029067;gbkey=Gene;locus_tag=SMU_1855;old_locus_tag=SMU.1855
gene1756,ID=gene1756;Name=SMU_1856c;Dbxref=GeneID:1029071;gbkey=Gene;locus_tag=SMU_1856c;old_locus_tag=SMU.1856c
gene1760,ID=gene1760;Name=SMU_1861c;Dbxref=GeneID:1029068;gbkey=Gene;locus_tag=SMU_1861c;old_locus_tag=SMU.1861c
gene1761,ID=gene1761;Name=SMU_1862;Dbxref=GeneID:1029075;gbkey=Gene;locus_tag=SMU_1862;old_locus_tag=SMU.1862
gene1762,ID=gene1762;Name=mutY;Dbxref=GeneID:1029074;gbkey=Gene;gene=mutY;locus_tag=SMU_1865;old_locus_tag=SMU.1865
gene1765,ID=gene1765;Name=mutS2;Dbxref=GeneID:1029077;gbkey=Gene;gene=mutS2;locus_tag=SMU_1870;old_locus_tag=SMU.1870
gene1772,ID=gene1772;Name=ptnA;Dbxref=GeneID:1029081;gbkey=Gene;gene=ptnA;locus_tag=SMU_1877;old_locus_tag=SMU.1877
gene1773,ID=gene1773;Name=ptnC;Dbxref=GeneID:1029084;gbkey=Gene;gene=ptnC;locus_tag=SMU_1878;old_locus_tag=SMU.1878
gene1774,ID=gene1774;Name=SMU_1879;Dbxref=GeneID:1029083;gbkey=Gene;locus_tag=SMU_1879;old_locus_tag=SMU.1879
gene1775,ID=gene1775;Name=SMU_1881c;Dbxref=GeneID:1029085;gbkey=Gene;locus_tag=SMU_1881c;old_locus_tag=SMU.1881c
gene1776,ID=gene1776;Name=SMU_1882c;Dbxref=GeneID:1029088;gbkey=Gene;locus_tag=SMU_1882c;old_locus_tag=SMU.1882c
gene1779,ID=gene1779;Name=sys;Dbxref=GeneID:1029089;gbkey=Gene;gene=sys;locus_tag=SMU_1886;old_locus_tag=SMU.1886
gene1786,ID=gene1786;Name=SMU_1895c;Dbxref=GeneID:1029095;gbkey=Gene;locus_tag=SMU_1895c;old_locus_tag=SMU.1895c
gene1787,ID=gene1787;Name=SMU_1896c;Dbxref=GeneID:1029093;gbkey=Gene;locus_tag=SMU_1896c;old_locus_tag=SMU.1896c
gene1788,ID=gene1788;Name=SMU_1897;Dbxref=GeneID:1029101;gbkey=Gene;locus_tag=SMU_1897;old_locus_tag=SMU.1897
gene1789,ID=gene1789;Name=SMU_1898;Dbxref=GeneID:1029098;gbkey=Gene;locus_tag=SMU_1898;old_locus_tag=SMU.1898
gene1790,ID=gene1790;Name=SMU_1899;Dbxref=GeneID:1029097;gbkey=Gene;locus_tag=SMU_1899;old_locus_tag=SMU.1899
gene1791,ID=gene1791;Name=SMU_1900;Dbxref=GeneID:1029102;gbkey=Gene;locus_tag=SMU_1900;old_locus_tag=SMU.1900
gene1792,ID=gene1792;Name=SMU_1902c;Dbxref=GeneID:1029100;gbkey=Gene;locus_tag=SMU_1902c;old_locus_tag=SMU.1902c
gene1793,ID=gene1793;Name=SMU_1903c;Dbxref=GeneID:1029099;gbkey=Gene;locus_tag=SMU_1903c;old_locus_tag=SMU.1903c
gene1794,ID=gene1794;Name=SMU_1904c;Dbxref=GeneID:1029105;gbkey=Gene;locus_tag=SMU_1904c;old_locus_tag=SMU.1904c
gene1795,ID=gene1795;Name=SMU_1905c;Dbxref=GeneID:1029103;gbkey=Gene;locus_tag=SMU_1905c;old_locus_tag=SMU.1905c
gene1796,ID=gene1796;Name=SMU_1906c;Dbxref=GeneID:1029104;gbkey=Gene;locus_tag=SMU_1906c;old_locus_tag=SMU.1906c
gene1797,ID=gene1797;Name=SMU_1907;Dbxref=GeneID:1029109;gbkey=Gene;locus_tag=SMU_1907;old_locus_tag=SMU.1907
gene1798,ID=gene1798;Name=SMU_1908c;Dbxref=GeneID:1029108;gbkey=Gene;locus_tag=SMU_1908c;old_locus_tag=SMU.1908c
gene1799,ID=gene1799;Name=SMU_1909c;Dbxref=GeneID:1029106;gbkey=Gene;locus_tag=SMU_1909c;old_locus_tag=SMU.1909c
gene1800,ID=gene1800;Name=SMU_1910c;Dbxref=GeneID:1029110;gbkey=Gene;locus_tag=SMU_1910c;old_locus_tag=SMU.1910c
gene1801,ID=gene1801;Name=SMU_1912c;Dbxref=GeneID:1029128;gbkey=Gene;locus_tag=SMU_1912c;old_locus_tag=SMU.1912c
gene1802,ID=gene1802;Name=SMU_1913c;Dbxref=GeneID:1029142;gbkey=Gene;locus_tag=SMU_1913c;old_locus_tag=SMU.1913c
gene1803,ID=gene1803;Name=SMU_1914c;Dbxref=GeneID:1029113;gbkey=Gene;locus_tag=SMU_1914c;old_locus_tag=SMU.1914c
gene1804,ID=gene1804;Name=comC;Dbxref=GeneID:1029111;gbkey=Gene;gene=comC;locus_tag=SMU_1915;old_locus_tag=SMU.1915
gene1805,ID=gene1805;Name=comD;Dbxref=GeneID:1029115;gbkey=Gene;gene=comD;locus_tag=SMU_1916;old_locus_tag=SMU.1916
gene1806,ID=gene1806;Name=comE;Dbxref=GeneID:1029114;gbkey=Gene;gene=comE;locus_tag=SMU_1917;old_locus_tag=SMU.1917
gene1807,ID=gene1807;Name=dedA;Dbxref=GeneID:1029112;gbkey=Gene;gene=dedA;locus_tag=SMU_1918;old_locus_tag=SMU.1918
gene1808,ID=gene1808;Name=sapR2;Dbxref=GeneID:1029119;gbkey=Gene;gene=sapR2;locus_tag=SMU_1919;old_locus_tag=SMU.1919
gene1811,ID=gene1811;Name=dnaB;Dbxref=GeneID:1029121;gbkey=Gene;gene=dnaB;locus_tag=SMU_1922;old_locus_tag=SMU.1922
gene1812,ID=gene1812;Name=SMU_1923c;Dbxref=GeneID:1029118;gbkey=Gene;locus_tag=SMU_1923c;old_locus_tag=SMU.1923c
gene1814,ID=gene1814;Name=SMU_1925c;Dbxref=GeneID:1029122;gbkey=Gene;locus_tag=SMU_1925c;old_locus_tag=SMU.1925c
gene1817,ID=gene1817;Name=psaB;Dbxref=GeneID:1029125;gbkey=Gene;gene=psaB;locus_tag=SMU_1928;old_locus_tag=SMU.1928
gene1818,ID=gene1818;Name=htpX;Dbxref=GeneID:1029124;gbkey=Gene;gene=htpX;locus_tag=SMU_1929;old_locus_tag=SMU.1929
gene1820,ID=gene1820;Name=gidB;Dbxref=GeneID:1029126;gbkey=Gene;gene=gidB;locus_tag=SMU_1931;old_locus_tag=SMU.1931
gene1821,ID=gene1821;Name=SMU_1933c;Dbxref=GeneID:1029132;gbkey=Gene;locus_tag=SMU_1933c;old_locus_tag=SMU.1933c
gene1825,ID=gene1825;Name=cnhA;Dbxref=GeneID:1029133;gbkey=Gene;gene=cnhA;locus_tag=SMU_1937;old_locus_tag=SMU.1937
gene1826,ID=gene1826;Name=SMU_1938c;Dbxref=GeneID:1029134;gbkey=Gene;locus_tag=SMU_1938c;old_locus_tag=SMU.1938c
gene1827,ID=gene1827;Name=SMU_1939c;Dbxref=GeneID:1029138;gbkey=Gene;locus_tag=SMU_1939c;old_locus_tag=SMU.1939c
gene1828,ID=gene1828;Name=SMU_1940c;Dbxref=GeneID:1029137;gbkey=Gene;locus_tag=SMU_1940c;old_locus_tag=SMU.1940c
gene1832,ID=gene1832;Name=SMU_1945;Dbxref=GeneID:1029144;gbkey=Gene;locus_tag=SMU_1945;old_locus_tag=SMU.1945
gene1834,ID=gene1834;Name=nusG;Dbxref=GeneID:1029147;gbkey=Gene;gene=nusG;locus_tag=SMU_1947;old_locus_tag=SMU.1947
gene1835,ID=gene1835;Name=secE;Dbxref=GeneID:1029148;gbkey=Gene;gene=secE;locus_tag=SMU_1948;old_locus_tag=SMU.1948
gene1837,ID=gene1837;Name=SMU_1950;Dbxref=GeneID:1029143;gbkey=Gene;locus_tag=SMU_1950;old_locus_tag=SMU.1950
gene1839,ID=gene1839;Name=groEL;Dbxref=GeneID:1029159;gbkey=Gene;gene=groEL;locus_tag=SMU_1954;old_locus_tag=SMU.1954
gene1840,ID=gene1840;Name=groES;Dbxref=GeneID:1029160;gbkey=Gene;gene=groES;locus_tag=SMU_1955;old_locus_tag=SMU.1955
gene1841,ID=gene1841;Name=SMU_1956c;Dbxref=GeneID:1029152;gbkey=Gene;locus_tag=SMU_1956c;old_locus_tag=SMU.1956c
gene1842,ID=gene1842;Name=SMU_1957;Dbxref=GeneID:1029154;gbkey=Gene;locus_tag=SMU_1957;old_locus_tag=SMU.1957
gene1843,ID=gene1843;Name=SMU_1958c;Dbxref=GeneID:1029141;gbkey=Gene;locus_tag=SMU_1958c;old_locus_tag=SMU.1958c
gene1844,ID=gene1844;Name=SMU_1960c;Dbxref=GeneID:1029156;gbkey=Gene;locus_tag=SMU_1960c;old_locus_tag=SMU.1960c
gene1846,ID=gene1846;Name=SMU_1963c;Dbxref=GeneID:1029150;gbkey=Gene;locus_tag=SMU_1963c;old_locus_tag=SMU.1963c
gene1847,ID=gene1847;Name=SMU_1964c;Dbxref=GeneID:1029158;gbkey=Gene;locus_tag=SMU_1964c;old_locus_tag=SMU.1964c
gene1848,ID=gene1848;Name=SMU_1965c;Dbxref=GeneID:1029157;gbkey=Gene;locus_tag=SMU_1965c;old_locus_tag=SMU.1965c
gene1849,ID=gene1849;Name=SMU_1966c;Dbxref=GeneID:1029153;gbkey=Gene;locus_tag=SMU_1966c;old_locus_tag=SMU.1966c
gene1850,ID=gene1850;Name=ssb2;Dbxref=GeneID:1029162;gbkey=Gene;gene=ssb2;locus_tag=SMU_1967;old_locus_tag=SMU.1967
gene1853,ID=gene1853;Name=SMU_1970c;Dbxref=GeneID:1029166;gbkey=Gene;locus_tag=SMU_1970c;old_locus_tag=SMU.1970c
gene1854,ID=gene1854;Name=SMU_1971c;Dbxref=GeneID:1029541;gbkey=Gene;locus_tag=SMU_1971c;old_locus_tag=SMU.1971c
gene1855,ID=gene1855;Name=SMU_1972c;Dbxref=GeneID:1029161;gbkey=Gene;locus_tag=SMU_1972c;old_locus_tag=SMU.1972c
gene1861,ID=gene1861;Name=ackA;Dbxref=GeneID:1029183;gbkey=Gene;gene=ackA;locus_tag=SMU_1978;old_locus_tag=SMU.1978
gene1862,ID=gene1862;Name=SMU_1979c;Dbxref=GeneID:1029171;gbkey=Gene;locus_tag=SMU_1979c;old_locus_tag=SMU.1979c
gene1863,ID=gene1863;Name=SMU_1980c;Dbxref=GeneID:1029172;gbkey=Gene;locus_tag=SMU_1980c;old_locus_tag=SMU.1980c
gene1864,ID=gene1864;Name=SMU_1981c;Dbxref=GeneID:1029173;gbkey=Gene;locus_tag=SMU_1981c;old_locus_tag=SMU.1981c
gene1865,ID=gene1865;Name=SMU_1982c;Dbxref=GeneID:1029174;gbkey=Gene;locus_tag=SMU_1982c;old_locus_tag=SMU.1982c
gene1866,ID=gene1866;Name=comYD;Dbxref=GeneID:1029175;gbkey=Gene;gene=comYD;locus_tag=SMU_1983;old_locus_tag=SMU.1983
gene1867,ID=gene1867;Name=comYC;Dbxref=GeneID:1029177;gbkey=Gene;gene=comYC;locus_tag=SMU_1984;old_locus_tag=SMU.1984
gene1868,ID=gene1868;Name=comYB;Dbxref=GeneID:1029176;gbkey=Gene;gene=comYB;locus_tag=SMU_1985;old_locus_tag=SMU.1985
gene1869,ID=gene1869;Name=comYA;Dbxref=GeneID:1029164;gbkey=Gene;gene=comYA;locus_tag=SMU_1987;old_locus_tag=SMU.1987
gene1870,ID=gene1870;Name=SMU_1988c;Dbxref=GeneID:1029178;gbkey=Gene;locus_tag=SMU_1988c;old_locus_tag=SMU.1988c
gene1873,ID=gene1873;Name=pbp1b;Dbxref=GeneID:1029182;gbkey=Gene;gene=pbp1b;locus_tag=SMU_1991;old_locus_tag=SMU.1991
gene1874,ID=gene1874;Name=tyrS;Dbxref=GeneID:1029184;gbkey=Gene;gene=tyrS;locus_tag=SMU_1992;old_locus_tag=SMU.1992
gene1875,ID=gene1875;Name=adcB;Dbxref=GeneID:1029187;gbkey=Gene;gene=adcB;locus_tag=SMU_1993;old_locus_tag=SMU.1993
gene1876,ID=gene1876;Name=adcC;Dbxref=GeneID:1029185;gbkey=Gene;gene=adcC;locus_tag=SMU_1994;old_locus_tag=SMU.1994
gene1877,ID=gene1877;Name=SMU_1995c;Dbxref=GeneID:1029245;gbkey=Gene;locus_tag=SMU_1995c;old_locus_tag=SMU.1995c
gene1879,ID=gene1879;Name=comX1;Dbxref=GeneID:1029188;gbkey=Gene;gene=comX1;locus_tag=SMU_1997;old_locus_tag=SMU.1997
gene1882,ID=gene1882;Name=SMU_r14;Dbxref=GeneID:2886039;gbkey=Gene;locus_tag=SMU_r14
gene1883,ID=gene1883;Name=SMU_t60;Dbxref=GeneID:2886074;gbkey=Gene;locus_tag=SMU_t60
gene1893,ID=gene1893;Name=secY;Dbxref=GeneID:1029194;gbkey=Gene;gene=secY;locus_tag=SMU_2006;old_locus_tag=SMU.2006
gene1913,ID=gene1913;Name=rl3;Dbxref=GeneID:1029179;gbkey=Gene;gene=rl3;locus_tag=SMU_2025;old_locus_tag=SMU.2025
gene1914,ID=gene1914;Name=SMU_2026c;Dbxref=GeneID:1029215;gbkey=Gene;locus_tag=SMU_2026c;old_locus_tag=SMU.2026c
gene1915,ID=gene1915;Name=SMU_2027;Dbxref=GeneID:1029217;gbkey=Gene;locus_tag=SMU_2027;old_locus_tag=SMU.2027
gene1916,ID=gene1916;Name=sacB;Dbxref=GeneID:1029219;gbkey=Gene;gene=sacB;gene_synonym=ftf;locus_tag=SMU_2028;old_locus_tag=SMU.2028
gene1920,ID=gene1920;Name=rs2;Dbxref=GeneID:1029220;gbkey=Gene;gene=rs2;locus_tag=SMU_2032;old_locus_tag=SMU.2032
gene1923,ID=gene1923;Name=SMU_2035;Dbxref=GeneID:1029223;gbkey=Gene;locus_tag=SMU_2035;old_locus_tag=SMU.2035
gene1925,ID=gene1925;Name=treA;Dbxref=GeneID:1029221;gbkey=Gene;gene=treA;locus_tag=SMU_2037;old_locus_tag=SMU.2037
gene1926,ID=gene1926;Name=pttB;Dbxref=GeneID:1029225;gbkey=Gene;gene=pttB;locus_tag=SMU_2038;old_locus_tag=SMU.2038
gene1929,ID=gene1929;Name=SMU_2043c;Dbxref=GeneID:1029227;gbkey=Gene;locus_tag=SMU_2043c;old_locus_tag=SMU.2043c
gene1931,ID=gene1931;Name=SMU_2046c;Dbxref=GeneID:1029224;gbkey=Gene;locus_tag=SMU_2046c;old_locus_tag=SMU.2046c
gene1932,ID=gene1932;Name=ptsG;Dbxref=GeneID:1029230;gbkey=Gene;gene=ptsG;locus_tag=SMU_2047;old_locus_tag=SMU.2047
gene1939,ID=gene1939;Name=SMU_2055;Dbxref=GeneID:1029233;gbkey=Gene;locus_tag=SMU_2055;old_locus_tag=SMU.2055
gene1940,ID=gene1940;Name=SMU_2056;Dbxref=GeneID:1029232;gbkey=Gene;locus_tag=SMU_2056;old_locus_tag=SMU.2056
gene1942,ID=gene1942;Name=SMU_2057c;Dbxref=GeneID:1029234;gbkey=Gene;locus_tag=SMU_2057c;old_locus_tag=SMU.2057c
gene1945,ID=gene1945;Name=SMU_2060;Dbxref=GeneID:1029235;gbkey=Gene;locus_tag=SMU_2060;old_locus_tag=SMU.2060
gene1947,ID=gene1947;Name=hemZ;Dbxref=GeneID:1029238;gbkey=Gene;gene=hemZ;locus_tag=SMU_2063;old_locus_tag=SMU.2063
gene1949,ID=gene1949;Name=SMU_2065;Dbxref=GeneID:1029236;gbkey=Gene;locus_tag=SMU_2065;old_locus_tag=SMU.2065
gene1951,ID=gene1951;Name=csbB;Dbxref=GeneID:1029241;gbkey=Gene;gene=csbB;locus_tag=SMU_2067;old_locus_tag=SMU.2067
gene1952,ID=gene1952;Name=SMU_2069;Dbxref=GeneID:1029239;gbkey=Gene;locus_tag=SMU_2069;old_locus_tag=SMU.2069
gene1957,ID=gene1957;Name=nrdD;Dbxref=GeneID:1029246;gbkey=Gene;gene=nrdD;locus_tag=SMU_2074;old_locus_tag=SMU.2074
gene1959,ID=gene1959;Name=SMU_2076c;Dbxref=GeneID:1029251;gbkey=Gene;locus_tag=SMU_2076c;old_locus_tag=SMU.2076c
gene1960,ID=gene1960;Name=SMU_2077c;Dbxref=GeneID:1029250;gbkey=Gene;locus_tag=SMU_2077c;old_locus_tag=SMU.2077c
gene1961,ID=gene1961;Name=SMU_2078c;Dbxref=GeneID:1029249;gbkey=Gene;locus_tag=SMU_2078c;old_locus_tag=SMU.2078c
gene1964,ID=gene1964;Name=SMU_2081;Dbxref=GeneID:1029262;gbkey=Gene;locus_tag=SMU_2081;old_locus_tag=SMU.2081
gene1966,ID=gene1966;Name=SMU_2084c;Dbxref=GeneID:1029257;gbkey=Gene;locus_tag=SMU_2084c;old_locus_tag=SMU.2084c
gene1967,ID=gene1967;Name=recA;Dbxref=GeneID:1029255;gbkey=Gene;gene=recA;locus_tag=SMU_2085;old_locus_tag=SMU.2085
gene1968,ID=gene1968;Name=cinA;Dbxref=GeneID:1029264;gbkey=Gene;gene=cinA;locus_tag=SMU_2086;old_locus_tag=SMU.2086
gene1972,ID=gene1972;Name=SMU_2090c;Dbxref=GeneID:1029266;gbkey=Gene;locus_tag=SMU_2090c;old_locus_tag=SMU.2090c
gene1979,ID=gene1979;Name=argS;Dbxref=GeneID:1029273;gbkey=Gene;gene=argS;locus_tag=SMU_2098;old_locus_tag=SMU.2098
gene1980,ID=gene1980;Name=SMU_2099c;Dbxref=GeneID:1029272;gbkey=Gene;locus_tag=SMU_2099c;old_locus_tag=SMU.2099c
gene1981,ID=gene1981;Name=SMU_2100c;Dbxref=GeneID:1029270;gbkey=Gene;locus_tag=SMU_2100c;old_locus_tag=SMU.2100c
gene1985,ID=gene1985;Name=SMU_2104a;Dbxref=GeneID:1029282;gbkey=Gene;locus_tag=SMU_2104a;old_locus_tag=SMU.2104a
gene1986,ID=gene1986;Name=SMU_2105;Dbxref=GeneID:1029281;gbkey=Gene;locus_tag=SMU_2105;old_locus_tag=SMU.2105
gene1987,ID=gene1987;Name=SMU_2106c;Dbxref=GeneID:1029278;gbkey=Gene;locus_tag=SMU_2106c;old_locus_tag=SMU.2106c
gene1988,ID=gene1988;Name=SMU_2107c;Dbxref=GeneID:1029284;gbkey=Gene;locus_tag=SMU_2107c;old_locus_tag=SMU.2107c
gene1990,ID=gene1990;Name=SMU_2109;Dbxref=GeneID:1029274;gbkey=Gene;locus_tag=SMU_2109;old_locus_tag=SMU.2109
gene1992,ID=gene1992;Name=gbpA;Dbxref=GeneID:1029286;gbkey=Gene;gene=gbpA;locus_tag=SMU_2112;old_locus_tag=SMU.2112
gene1993,ID=gene1993;Name=SMU_2113c;Dbxref=GeneID:1029285;gbkey=Gene;locus_tag=SMU_2113c;old_locus_tag=SMU.2113c
gene1994,ID=gene1994;Name=SMU_2114c;Dbxref=GeneID:1029291;gbkey=Gene;locus_tag=SMU_2114c;old_locus_tag=SMU.2114c
gene1995,ID=gene1995;Name=SMU_2115;Dbxref=GeneID:1029290;gbkey=Gene;locus_tag=SMU_2115;old_locus_tag=SMU.2115
gene1996,ID=gene1996;Name=opuCa;Dbxref=GeneID:1029288;gbkey=Gene;gene=opuCa;locus_tag=SMU_2116;old_locus_tag=SMU.2116
gene1997,ID=gene1997;Name=opuCb;Dbxref=GeneID:1029295;gbkey=Gene;gene=opuCb;locus_tag=SMU_2117;old_locus_tag=SMU.2117
gene1998,ID=gene1998;Name=opuCc;Dbxref=GeneID:1029294;gbkey=Gene;gene=opuCc;locus_tag=SMU_2118;old_locus_tag=SMU.2118
gene1999,ID=gene1999;Name=opuCd;Dbxref=GeneID:1029292;gbkey=Gene;gene=opuCd;locus_tag=SMU_2119;old_locus_tag=SMU.2119
gene2000,ID=gene2000;Name=SMU_2120c;Dbxref=GeneID:1029298;gbkey=Gene;locus_tag=SMU_2120c;old_locus_tag=SMU.2120c
gene2005,ID=gene2005;Name=SMU_2126c;Dbxref=GeneID:1029296;gbkey=Gene;locus_tag=SMU_2126c;old_locus_tag=SMU.2126c
gene2006,ID=gene2006;Name=SMU_2127;Dbxref=GeneID:1029301;gbkey=Gene;locus_tag=SMU_2127;old_locus_tag=SMU.2127
gene2008,ID=gene2008;Name=SMU_2129c;Dbxref=GeneID:1029304;gbkey=Gene;locus_tag=SMU_2129c;old_locus_tag=SMU.2129c
gene2020,ID=gene2020;Name=SMU_2146c;Dbxref=GeneID:1029312;gbkey=Gene;locus_tag=SMU_2146c;old_locus_tag=SMU.2146c
gene2021,ID=gene2021;Name=SMU_2147c;Dbxref=GeneID:1029319;gbkey=Gene;locus_tag=SMU_2147c;old_locus_tag=SMU.2147c
gene2023,ID=gene2023;Name=SMU_2149c;Dbxref=GeneID:1029326;gbkey=Gene;locus_tag=SMU_2149c;old_locus_tag=SMU.2149c
gene2027,ID=gene2027;Name=SMU_2153c;Dbxref=GeneID:1029327;gbkey=Gene;locus_tag=SMU_2153c;old_locus_tag=SMU.2153c
gene2028,ID=gene2028;Name=SMU_2154c;Dbxref=GeneID:1029313;gbkey=Gene;locus_tag=SMU_2154c;old_locus_tag=SMU.2154c
gene2034,ID=gene2034;Name=SMU_2160;Dbxref=GeneID:1029325;gbkey=Gene;locus_tag=SMU_2160;old_locus_tag=SMU.2160
gene2041,ID=gene2041;Name=SMU_2165;Dbxref=GeneID:1028646;gbkey=Gene;locus_tag=SMU_2165;old_locus_tag=SMU.2165
